"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.321572467E1,5.343887329E0,1.202898560E0,-6.146218872E-1,5.511973947E0
3.322570567E1,4.857398987E0,1.411265259E0,-6.786886597E-1,5.103588232E0
3.323568767E1,3.897295532E0,1.315614166E0,-6.819818115E-1,4.169514635E0
3.324566867E1,3.674409027E0,1.710343323E0,-1.675016785E-1,4.056428576E0
3.325564967E1,3.916755066E0,2.260299683E0,3.354524231E-1,4.534584130E0
3.326563167E1,3.862567749E0,2.488425293E0,6.110293579E-1,4.635196536E0
3.327561267E1,3.804787903E0,2.497406616E0,9.288185120E-1,4.645013953E0
3.328559367E1,3.851341095E0,2.301314392E0,1.468296661E0,4.720674872E0
3.329557567E1,4.208498383E0,1.829794922E0,1.964365082E0,4.991827147E0
3.330555667E1,4.835394745E0,1.224902802E0,2.251318359E0,5.472646852E0
3.331553767E1,5.772446136E0,6.993457031E-1,2.373913422E0,6.280579889E0
3.332552021E1,7.142996063E0,5.031037903E-1,1.991758118E0,7.432537022E0
3.333550121E1,8.660091248E0,5.336402893E-1,1.185983734E0,8.757197599E0
3.334548221E1,1.011656250E1,9.377998352E-1,6.855743408E-2,1.016016759E1
3.335546421E1,1.165251846E1,1.727557526E0,-1.739083557E0,1.190756286E1
3.336544521E1,1.296813263E1,2.522254944E0,-4.092639313E0,1.383054339E1
3.337542621E1,1.413256119E1,3.108286285E0,-6.146368561E0,1.572159584E1
3.338540821E1,1.494477219E1,2.491419067E0,-6.727759552E0,1.657757923E1
3.339538921E1,1.545461197E1,-4.662803650E-1,-5.735473022E0,1.649115215E1
3.340537021E1,1.629271912E1,-2.834655304E0,-4.683311005E0,1.718782618E1
3.341535221E1,1.594080093E1,-3.682791595E0,-4.405039673E0,1.694333093E1
3.342533321E1,1.439152267E1,-3.608096924E0,-4.826413422E0,1.560219712E1
3.343531421E1,1.395488068E1,-1.760189667E0,-5.667364655E0,1.516429967E1
3.344529621E1,1.421309372E1,-1.327738953E-1,-6.135590973E0,1.548144498E1
3.345527721E1,1.418600006E1,5.599855042E-1,-4.878505096E0,1.501186176E1
3.346525821E1,1.344863342E1,9.377998352E-1,-2.595003662E0,1.372877465E1
3.347524021E1,1.180400345E1,4.909790039E-1,5.370831299E-1,1.182641180E1
3.348522121E1,1.093101883E1,-9.071136475E-2,3.597768402E0,1.150822917E1
3.349520321E1,1.018976028E1,-1.036444702E0,5.729485474E0,1.173594632E1
3.350518421E1,9.098080444E0,-3.155887299E0,8.263715515E0,1.268951089E1
3.351516521E1,1.071771240E1,-4.630470886E0,7.841293945E0,1.406401474E1
3.352514721E1,1.267159927E1,-2.590213623E0,5.845494232E0,1.419325324E1
3.353512821E1,1.093416229E1,-5.307962036E-1,5.251080322E0,1.214131353E1
3.354510921E1,1.192120972E1,1.021475830E0,6.625073090E0,1.367663144E1
3.355509121E1,1.338157288E1,2.161205750E0,7.510631561E0,1.549667349E1
3.356507221E1,1.404379578E1,2.996169434E0,7.872129822E0,1.637606971E1
3.357505321E1,1.356583969E1,3.032543793E0,7.387587433E0,1.574181617E1
3.358503521E1,1.228704895E1,2.565065918E0,6.167624359E0,1.398537541E1
3.359501621E1,1.076666061E1,2.105970612E0,4.964127045E0,1.204153854E1
3.360499721E1,9.379495239E0,1.911375275E0,3.973786469E0,1.036432657E1
3.361497921E1,8.622220001E0,1.948348389E0,2.989882507E0,9.331566675E0
3.362496021E1,8.042475586E0,1.902543640E0,2.221230927E0,8.557742265E0
3.363494121E1,7.536976776E0,1.656455383E0,1.643282776E0,7.889882232E0
3.364492321E1,6.921905823E0,1.199306030E0,1.094823303E0,7.109834966E0
3.365490421E1,6.505322113E0,8.765771484E-1,7.744894409E-1,6.609647281E0
3.366488521E1,6.157295837E0,6.921606445E-1,6.840774536E-1,6.233726041E0
3.367486721E1,5.927373962E0,7.911048889E-1,7.680528259E-1,6.029055828E0
3.368484821E1,5.625751190E0,7.466473389E-1,7.240443420E-1,5.721083718E0
3.369482921E1,5.303321686E0,4.650828552E-1,4.776567078E-1,5.345061169E0
3.370481121E1,5.086123352E0,2.893482971E-1,2.197430420E-1,5.099084251E0
3.371479221E1,4.741988983E0,-1.541793823E-1,1.407073975E-2,4.744515653E0
3.372477321E1,4.750521240E0,-5.426216125E-1,9.385482788E-2,4.782331962E0
3.373475521E1,4.970264282E0,-7.110214233E-1,2.706372070E-1,5.028153040E0
3.374473621E1,5.023852844E0,-7.704478455E-1,1.911524963E-1,5.086179957E0
3.375471721E1,5.038971405E0,-8.090675354E-1,4.790039062E-3,5.103513108E0
3.376469921E1,5.172643433E0,-9.139993286E-1,2.799179077E-2,5.252848598E0
3.377468021E1,5.391488342E0,-9.030720520E-1,3.489244080E-1,5.477721599E0
3.378466121E1,5.631139984E0,-6.936575317E-1,5.869294739E-1,5.703979707E0
3.379464321E1,5.861660614E0,-5.556445312E-1,5.836363220E-1,5.916792827E0
3.380462421E1,6.377637634E0,-3.763174438E-1,5.863307190E-1,6.415579500E0
3.381460521E1,7.224127350E0,-1.092727661E-2,4.972659302E-1,7.241229784E0
3.382458721E1,8.329428864E0,7.982899475E-1,1.935475159E-1,8.369833491E0
3.383456821E1,9.646539917E0,1.810784454E0,-4.692741394E-1,9.826234830E0
3.384454921E1,1.113444580E1,2.698139191E0,-1.379980316E0,1.153950536E1
3.385453121E1,1.248987717E1,3.322490845E0,-2.248474274E0,1.311836932E1
3.386451221E1,1.348680405E1,3.879632263E0,-2.775079193E0,1.430547079E1
3.387449321E1,1.418225784E1,4.681514740E0,-2.385140076E0,1.512421604E1
3.388447521E1,1.430530197E1,5.699996796E0,-7.595205688E-1,1.541779814E1
3.389445621E1,1.384141663E1,6.727909241E0,1.102307739E0,1.542934410E1
3.390443721E1,1.309147614E1,7.586074677E0,1.970652008E0,1.525839919E1
3.391441921E1,1.230186813E1,7.468569031E0,1.059945831E0,1.443048745E1
3.392440021E1,1.295750473E1,5.599405975E0,-2.248324585E-1,1.411739444E1
3.393438121E1,1.439212143E1,3.202290802E0,3.233276367E-2,1.474411310E1
3.394436321E1,1.398900970E1,1.268911285E0,3.767665100E-1,1.405149392E1
3.395434421E1,1.270483017E1,3.442840576E-2,1.158141632E0,1.275755411E1
3.396432521E1,1.197898956E1,-7.080276489E-1,2.676284637E0,1.229471405E1
3.397430721E1,1.159324173E1,-1.191671906E0,3.967649231E0,1.231119719E1
3.398428821E1,1.112726074E1,-1.492995300E0,5.054089966E0,1.231214002E1
3.399426921E1,1.093910202E1,-1.752405853E0,6.286776581E0,1.273807046E1
3.400425121E1,1.134056717E1,-2.173779602E0,7.482340393E0,1.375933135E1
3.401423221E1,1.209320206E1,-3.165916443E0,7.997419281E0,1.484005654E1
3.402421321E1,1.275767029E1,-4.179159393E0,7.084617462E0,1.517943770E1
3.403419521E1,1.306213715E1,-4.869972839E0,5.367089081E0,1.493792849E1
3.404417621E1,1.316931427E1,-5.320685577E0,4.486470337E0,1.489526601E1
3.405415721E1,1.296888107E1,-5.379213867E0,4.426145782E0,1.472136490E1
3.406413921E1,1.204634949E1,-4.838837585E0,4.301455078E0,1.367594241E1
3.407412021E1,1.088401657E1,-4.030368805E0,3.916006622E0,1.224911414E1
3.408410121E1,9.860295410E0,-3.163222046E0,3.528312836E0,1.093985332E1
3.409408321E1,8.895102539E0,-2.338586884E0,2.932252350E0,9.653493753E0
3.410406421E1,8.171207886E0,-1.710343323E0,1.941762085E0,8.571134848E0
3.411404621E1,7.688461761E0,-1.226998444E0,8.979826355E-1,7.837368324E0
3.412402721E1,7.407346344E0,-8.765771484E-1,7.185058594E-2,7.459378651E0
3.413400821E1,7.351362762E0,-3.930825806E-1,-2.805166626E-1,7.367206932E0
3.414399021E1,6.979535980E0,2.116598511E-1,-4.475692749E-1,6.997073720E0
3.415397121E1,6.501130829E0,1.055604858E0,-4.511618042E-1,6.601708161E0
3.416395221E1,6.261179810E0,1.920206909E0,-6.610253906E-1,6.582288489E0
3.417393421E1,6.252647552E0,2.268981628E0,-1.055006104E0,6.734754407E0
3.418391521E1,5.900879059E0,2.170935516E0,-1.312919769E0,6.423168455E0
3.419389621E1,5.077740784E0,1.989512787E0,-1.400337982E0,5.630502558E0
3.420387821E1,4.746329956E0,2.280956726E0,-1.318308563E0,5.428475763E0
3.421385921E1,4.663252716E0,2.656525726E0,-1.172362061E0,5.493404011E0
3.422384021E1,4.382586365E0,2.618355103E0,-1.049168243E0,5.211871131E0
3.423382221E1,4.477189636E0,2.279759216E0,-7.017407227E-1,5.072964534E0
3.424380321E1,4.813689880E0,1.735191650E0,-2.240840149E-1,5.121788162E0
3.425378421E1,5.227878571E0,1.253493347E0,1.466949463E-1,5.378055348E0
3.426376621E1,6.086193695E0,9.602531433E-1,4.653822327E-1,6.179030702E0
3.427374721E1,7.113956451E0,8.689430237E-1,8.174501038E-1,7.213297654E0
3.428372821E1,7.859106903E0,9.940827942E-1,8.836125183E-1,7.970855224E0
3.429371021E1,8.416996765E0,1.189725952E0,7.707472229E-1,8.535533590E0
3.430369121E1,8.945847015E0,1.471140747E0,3.147953796E-1,9.071467911E0
3.431367221E1,9.536219330E0,1.856888580E0,-7.246430969E-1,9.742310913E0
3.432365392E1,1.046384033E1,2.212249603E0,-1.822759552E0,1.084935275E1
3.433363492E1,1.197195419E1,2.522704010E0,-2.749332733E0,1.253995826E1
3.434361592E1,1.381207764E1,1.845811615E0,-3.381917267E0,1.433938191E1
3.435359792E1,1.550625458E1,-3.318598938E-1,-4.223167877E0,1.607448938E1
3.436357892E1,1.683908295E1,-2.057172089E0,-5.476361847E0,1.782630670E1
3.437355992E1,1.641860733E1,-2.136058044E0,-6.539900208E0,1.780178939E1
3.438354192E1,1.397763336E1,-5.219645691E-1,-7.456144867E0,1.585057657E1
3.439352292E1,1.208407104E1,1.680555267E0,-8.129295044E0,1.466064381E1
3.440350392E1,1.225007584E1,2.711162109E0,-7.552993469E0,1.464453715E1
3.441348592E1,1.336016739E1,2.009122009E0,-5.233716431E0,1.448870013E1
3.442346692E1,1.220846237E1,9.190887451E-1,-2.165546722E0,1.243305555E1
3.443344792E1,9.523046722E0,-6.120771790E-1,6.728507996E-1,9.566388323E0
3.444342992E1,7.920179901E0,-1.916015625E0,3.342698822E0,8.807610400E0
3.445341092E1,9.257049866E0,-2.211950226E0,5.623505859E0,1.105484121E1
3.446339192E1,1.213810867E1,-2.991229706E0,8.639434204E0,1.519608373E1
3.447337392E1,1.399963760E1,-4.572840729E0,9.623787231E0,1.759312383E1
3.448335492E1,1.448777252E1,-5.484445038E0,6.675667877E0,1.686829071E1
3.449333592E1,1.270333328E1,-2.984793091E0,4.079167328E0,1.367198860E1
3.450331792E1,1.083940933E1,2.200424194E-1,3.623215485E0,1.143104999E1
3.451329892E1,1.184696411E1,1.771266632E0,5.183720398E0,1.305216079E1
3.452327992E1,1.350716171E1,2.333347778E0,6.773713989E0,1.528957588E1
3.453326192E1,1.376342880E1,2.570005646E0,7.044800262E0,1.567373957E1
3.454324292E1,1.277233978E1,2.361638947E0,6.111940155E0,1.435499267E1
3.455322392E1,1.117650833E1,1.979333954E0,4.762196960E0,1.230896508E1
3.456320592E1,9.750573578E0,1.803449707E0,4.046834564E0,1.070994799E1
3.457318692E1,8.875044250E0,1.541943512E0,3.663032684E0,9.724289624E0
3.458316792E1,8.287216644E0,1.259480896E0,3.184477844E0,8.966891935E0
3.459314992E1,7.940687256E0,9.925859070E-1,2.661615143E0,8.433500818E0
3.460313092E1,7.647297363E0,7.744894409E-1,2.261646881E0,8.012242974E0
3.461311192E1,7.416477356E0,6.337820435E-1,2.048340454E0,7.720201724E0
3.462309392E1,7.311994629E0,6.596781921E-1,1.859882355E0,7.573612292E0
3.463307492E1,7.125482483E0,7.283853149E-1,1.525926819E0,7.323352951E0
3.464305592E1,6.846462708E0,7.671546936E-1,9.568103027E-1,6.955434126E0
3.465303792E1,6.498586121E0,6.206094360E-1,3.429368591E-1,6.537154069E0
3.466301892E1,6.416556702E0,4.993615723E-1,-3.010240173E-1,6.442994439E0
3.467299992E1,6.319408722E0,3.287164307E-1,-9.497749329E-1,6.398832199E0
3.468298192E1,6.185437317E0,2.275268555E-2,-1.373843079E0,6.336213166E0
3.469296292E1,6.143823853E0,-2.266287231E-1,-1.377734985E0,6.300482981E0
3.470294392E1,5.976022797E0,-3.493734741E-1,-9.831555176E-1,6.066424405E0
3.471292592E1,5.747148743E0,-2.968327332E-1,-7.086264038E-1,5.798273857E0
3.472290692E1,5.725743256E0,-1.483415222E-1,-6.671626282E-1,5.766389426E0
3.473288792E1,5.775589600E0,-6.167175293E-2,-6.400689697E-1,5.811275842E0
3.474286992E1,5.936654663E0,-2.948867798E-2,-3.438349915E-1,5.946676439E0
3.475285092E1,6.298751678E0,1.302291870E-1,2.384541321E-1,6.304608848E0
3.476283192E1,6.621330872E0,3.381468201E-1,7.809260559E-1,6.675792933E0
3.477281392E1,6.967111816E0,5.333409119E-1,1.131946106E0,7.078587541E0
3.478279492E1,7.529642029E0,8.864566040E-1,1.293310547E0,7.691161587E0
3.479277592E1,8.474028168E0,1.493594055E0,1.081051941E0,8.672292078E0
3.480275792E1,9.516011353E0,2.276316376E0,4.275109863E-1,9.793817129E0
3.481273892E1,1.062415695E1,2.956202545E0,-6.146218872E-1,1.104489042E1
3.482271992E1,1.158051819E1,3.389401703E0,-1.627415771E0,1.217558736E1
3.483270192E1,1.226624222E1,3.566633148E0,-2.207908630E0,1.296365807E1
3.484268292E1,1.286918839E1,4.012555847E0,-1.641037445E0,1.357975029E1
3.485266392E1,1.286065613E1,4.798571320E0,2.655477905E-1,1.372928543E1
3.486264592E1,1.262833923E1,5.568570099E0,1.973645782E0,1.394199421E1
3.487262692E1,1.262324982E1,5.828280029E0,2.301913147E0,1.409305106E1
3.488260792E1,1.319685699E1,4.999752960E0,9.975256348E-1,1.414742456E1
3.489258992E1,1.419902298E1,3.330424347E0,9.819580078E-2,1.458470508E1
3.490257092E1,1.444885345E1,1.678609314E0,3.803590393E-1,1.455100575E1
3.491255192E1,1.314431625E1,3.110531616E-1,5.578898621E-1,1.315982693E1
3.492253392E1,1.164398621E1,-4.221221924E-1,1.520687714E0,1.175045076E1
3.493251492E1,1.089659042E1,-7.620652771E-1,3.047961731E0,1.134048046E1
3.494249592E1,1.107082809E1,-1.105151825E0,4.224964142E0,1.190104690E1
3.495247792E1,1.163111298E1,-1.479223938E0,4.953648834E0,1.272829640E1
3.496245892E1,1.199575470E1,-1.766925659E0,5.523364105E0,1.332395242E1
3.497243992E1,1.201805832E1,-2.095492401E0,6.327491913E0,1.374270600E1
3.498242192E1,1.222507782E1,-2.809657288E0,6.899302826E0,1.431597294E1
3.499240292E1,1.250140320E1,-3.993695068E0,5.885760498E0,1.438321448E1
3.500238392E1,1.253792725E1,-4.955445099E0,4.097279663E0,1.409055557E1
3.501236592E1,1.240605148E1,-5.582491150E0,3.158731384E0,1.396609841E1
3.502234692E1,1.216400482E1,-5.850284271E0,3.284469910E0,1.389160113E1
3.503232792E1,1.131571884E1,-5.363945618E0,3.678600311E0,1.305180086E1
3.504230992E1,1.005848328E1,-4.457430725E0,3.667673035E0,1.159713758E1
3.505229092E1,9.262139282E0,-3.598516846E0,3.235372009E0,1.045008036E1
3.506227192E1,8.512348480E0,-2.827170868E0,2.622097321E0,9.344964747E0
3.507225392E1,7.863597565E0,-1.940714264E0,1.859732666E0,8.310303490E0
3.508223492E1,7.391479340E0,-1.153950348E0,9.660910034E-1,7.543135957E0
3.509221592E1,7.211104431E0,-6.397695923E-1,3.055146790E-1,7.245872720E0
3.510219792E1,7.148983612E0,-3.453318787E-1,-6.616241455E-2,7.157625183E0
3.511217892E1,7.256609802E0,2.392025757E-1,-3.526666260E-1,7.269111187E0
3.512215992E1,7.068600769E0,9.496252441E-1,-8.036787415E-1,7.177242120E0
3.513214192E1,6.718329163E0,1.551373901E0,-1.129251709E0,6.986981977E0
3.514212292E1,6.200855255E0,1.951342163E0,-1.338815918E0,6.637075425E0
3.515210392E1,5.372028809E0,2.050286407E0,-1.308129730E0,5.896912011E0
3.516208592E1,5.049599304E0,2.383643188E0,-8.746311951E-1,5.652007405E0
3.517206692E1,4.937632141E0,2.780318298E0,-2.722837830E-1,5.673140176E0
3.518204792E1,4.596641235E0,2.964285736E0,2.246827698E-1,5.474174177E0
3.519202992E1,4.374203796E0,2.881507874E0,5.673202515E-1,5.268642970E0
3.520201092E1,4.514312439E0,2.485132141E0,8.515791321E-1,5.223034135E0
3.521199192E1,5.140160980E0,1.893562317E0,9.936337280E-1,5.567238196E0
3.522197392E1,6.170468445E0,1.397344208E0,9.963281250E-1,6.404679648E0
3.523195492E1,7.245083771E0,1.092278595E0,7.167095947E-1,7.361928010E0
3.524193592E1,8.009993134E0,9.862989807E-1,5.402265930E-1,8.088548723E0
3.525191792E1,8.651708679E0,1.187929688E0,2.080673218E-2,8.732907473E0
3.526189892E1,9.333840179E0,1.518741760E0,-7.876620483E-1,9.489339310E0
3.527187992E1,1.011566437E1,2.127974854E0,-2.035916290E0,1.053564890E1
3.528186192E1,1.108175537E1,2.807861023E0,-3.621119843E0,1.199174277E1
3.529184292E1,1.232881210E1,3.092718658E0,-4.791985016E0,1.358409500E1
3.530182392E1,1.354862549E1,1.885479126E0,-4.867128754E0,1.451927087E1
3.531180592E1,1.477831833E1,-1.266516266E0,-4.197870483E0,1.541508588E1
3.532178683E1,1.634585861E1,-3.217559052E0,-4.123624878E0,1.716228604E1
3.533176783E1,1.636442001E1,-3.290008392E0,-4.942122803E0,1.740812958E1
3.534174983E1,1.378528336E1,-1.773661652E0,-6.204747162E0,1.522099866E1
3.535173083E1,1.150926636E1,5.595364380E-1,-7.208410034E0,1.359181623E1
3.536171183E1,1.114252899E1,1.694027252E0,-6.926995239E0,1.322909459E1
3.537169383E1,1.228405518E1,1.504970398E0,-5.130281525E0,1.339711670E1
3.538167483E1,1.140762772E1,5.995033264E-1,-2.407743073E0,1.167435656E1
3.539165583E1,7.643854523E0,-1.308429108E0,1.046922913E0,7.825378347E0
3.540163783E1,6.935826874E0,-2.577789459E0,3.803590393E0,8.319735140E0
3.541161883E1,9.961934052E0,-2.914589081E0,6.047124939E0,1.201260503E1
3.542159983E1,1.406969193E1,-3.956572266E0,1.006626709E1,1.774656102E1
3.543158183E1,1.577898743E1,-4.911735992E0,1.105256607E1,1.988116725E1
3.544156283E1,1.494028152E1,-4.485422516E0,7.186256104E0,1.717478687E1
3.545154383E1,1.254032227E1,-1.826501770E0,4.585713959E0,1.347681579E1
3.546152583E1,1.131392258E1,7.433541870E-1,4.165238342E0,1.207918168E1
3.547150683E1,1.239048386E1,2.036664734E0,5.582042084E0,1.374158969E1
3.548148783E1,1.397164581E1,2.612666931E0,6.891818390E0,1.579652101E1
3.549146983E1,1.432251617E1,2.950514374E0,6.907236328E0,1.617250501E1
3.550145083E1,1.314955536E1,2.683769073E0,5.846242676E0,1.463871497E1
3.551143183E1,1.154100037E1,2.289488983E0,4.508175201E0,1.260000369E1
3.552141283E1,1.018107834E1,2.100881195E0,3.888613586E0,1.109907084E1
3.553139483E1,9.136550446E0,1.820663910E0,3.489094391E0,9.948122978E0
3.554137583E1,8.370293884E0,1.612297211E0,3.028053131E0,9.046017232E0
3.555135683E1,7.791746979E0,1.493743744E0,2.504741364E0,8.319634647E0
3.556133883E1,7.217990112E0,1.335672455E0,2.011067963E0,7.611031239E0
3.557131983E1,6.776707764E0,1.158291321E0,1.641785889E0,7.068300206E0
3.558130083E1,6.400689697E0,9.412426758E-1,1.269360352E0,6.592878133E0
3.559128283E1,6.138135681E0,7.454498291E-1,8.924441528E-1,6.247308353E0
3.560126383E1,5.903723145E0,4.716691589E-1,4.411326599E-1,5.938940712E0
3.561124483E1,5.711522827E0,1.681004333E-1,-8.247848511E-2,5.714591277E0
3.562122683E1,5.552703094E0,-9.669891357E-2,-4.888833618E-1,5.575021908E0
3.563120783E1,5.464237061E0,-4.201762390E-1,-7.939489746E-1,5.537579769E0
3.564118883E1,5.350922699E0,-8.077203369E-1,-7.670050049E-1,5.465627370E0
3.565117083E1,5.305267639E0,-1.219364319E0,-3.281176758E-1,5.453473689E0
3.566115183E1,5.525010681E0,-1.284778290E0,1.725910950E-1,5.675049424E0
3.567113283E1,5.535488892E0,-1.145418091E0,2.088157654E-1,5.656608869E0
3.568111483E1,5.529651031E0,-9.080117798E-1,-7.978408813E-2,5.604274389E0
3.569109583E1,5.635930023E0,-7.321275330E-1,-5.023553467E-1,5.705442914E0
3.570107683E1,5.773493958E0,-6.065386963E-1,-5.477110291E-1,5.831046993E0
3.571105883E1,6.062393188E0,-3.103047180E-1,-2.019300842E-1,6.073687179E0
3.572103983E1,6.475683746E0,9.624984741E-2,5.269042969E-2,6.476613335E0
3.573102083E1,7.107519836E0,5.328918457E-1,2.146536255E-1,7.130700395E0
3.574100283E1,8.242459717E0,1.201551361E0,4.553530884E-1,8.342015002E0
3.575098383E1,9.559121704E0,1.918710022E0,2.529739380E-1,9.753063709E0
3.576096483E1,1.085093536E1,2.391427002E0,-4.022135925E-1,1.111861040E1
3.577094683E1,1.197285233E1,2.711012421E0,-1.034947815E0,1.231949261E1
3.578092783E1,1.265049316E1,3.088976440E0,-1.264570312E0,1.308342046E1
3.579090883E1,1.306303528E1,3.852837982E0,-4.622387695E-1,1.362721233E1
3.580089083E1,1.301663177E1,5.012775879E0,1.214723969E0,1.400129205E1
3.581087183E1,1.286050644E1,6.104306030E0,2.739303589E0,1.449686042E1
3.582085283E1,1.320074890E1,6.690037994E0,2.618504791E0,1.502907007E1
3.583083483E1,1.408570862E1,5.855822754E0,5.798941040E-1,1.526545527E1
3.584081583E1,1.509610748E1,3.766317902E0,-3.046165466E-1,1.556182518E1
3.585079683E1,1.506197845E1,1.597178650E0,5.598358154E-2,1.514652794E1
3.586077883E1,1.356554031E1,-6.601272583E-2,3.432362366E-1,1.357004248E1
3.587075983E1,1.195908096E1,-9.014254761E-1,1.730551300E0,1.211721887E1
3.588074083E1,1.104163879E1,-1.300345917E0,3.627257080E0,1.169468600E1
3.589072283E1,1.090497299E1,-1.473236389E0,5.080584869E0,1.212028069E1
3.590070383E1,1.112651230E1,-1.632355499E0,6.157744904E0,1.282114202E1
3.591068483E1,1.154279663E1,-1.872306519E0,6.526428223E0,1.339163736E1
3.592066683E1,1.205024139E1,-2.285297699E0,6.380631409E0,1.382546059E1
3.593064783E1,1.276275970E1,-2.920426941E0,5.539380798E0,1.421624664E1
3.594062883E1,1.298983749E1,-3.598816223E0,4.121828613E0,1.409527678E1
3.595061083E1,1.306992096E1,-4.384532318E0,3.177891541E0,1.414729487E1
3.596059183E1,1.297322205E1,-5.135969696E0,3.155288544E0,1.430519209E1
3.597057283E1,1.242730728E1,-5.269791412E0,3.892206116E0,1.404841401E1
3.598055483E1,1.121677460E1,-4.675527191E0,4.478836212E0,1.295131502E1
3.599053583E1,1.023511597E1,-3.921096039E0,4.340523834E0,1.178866999E1
3.600051683E1,9.426796875E0,-3.111280060E0,3.678300934E0,1.058652260E1
3.601049783E1,8.627908173E0,-2.228116608E0,2.833008728E0,9.350467448E0
3.602047983E1,8.050259399E0,-1.401236115E0,1.877994690E0,8.384330808E0
3.603046083E1,7.625742188E0,-8.339158630E-1,9.509724426E-1,7.729922908E0
3.604044183E1,7.357949066E0,-3.526666260E-1,3.824546814E-1,7.376317495E0
3.605042383E1,7.098837891E0,2.020797729E-2,1.019380188E-1,7.099598518E0
3.606040483E1,6.894363098E0,4.622387695E-1,-2.365081787E-1,6.913887714E0
3.607038583E1,6.965614929E0,1.317111053E0,-5.481600952E-1,7.110207617E0
3.608036783E1,6.870861969E0,1.986818390E0,-1.054107971E0,7.229615144E0
3.609034883E1,6.284381561E0,2.156415710E0,-1.381926270E0,6.786258213E0
3.610032983E1,5.378315735E0,2.199675751E0,-1.497186584E0,6.000535078E0
3.611031183E1,4.586612091E0,2.395169220E0,-1.393601990E0,5.358728634E0
3.612029283E1,4.433031464E0,2.689307556E0,-9.952803040E-1,5.279652069E0
3.613027383E1,4.385131073E0,2.762355652E0,-5.628295898E-1,5.213133455E0
3.614025583E1,4.425696716E0,2.469564514E0,-7.170089722E-2,5.068597571E0
3.615023683E1,4.581372986E0,1.861079865E0,4.171824646E-1,4.962523341E0
3.616021783E1,4.884193268E0,1.278191986E0,8.056246948E-1,5.112548267E0
3.617019983E1,5.701793060E0,8.982820129E-1,1.145567780E0,5.884698821E0
3.618018083E1,6.637796631E0,7.189549255E-1,1.388362885E0,6.819442191E0
3.619016183E1,7.261998596E0,8.565188599E-1,1.381926270E0,7.441771858E0
3.620014383E1,7.568112030E0,1.164877625E0,1.085093536E0,7.733736973E0
3.621012483E1,7.891439667E0,1.533261566E0,2.941383362E-1,8.044391115E0
3.622010583E1,8.613088989E0,2.148482208E0,-1.070124664E0,8.941277567E0
3.623008783E1,9.646390228E0,2.890489197E0,-2.581980743E0,1.039588365E1
3.624006883E1,1.125958557E1,3.375929718E0,-3.685935059E0,1.231914307E1
3.625004983E1,1.344234650E1,2.634820862E0,-3.885470123E0,1.423853358E1
3.626003183E1,1.536988815E1,-2.963836670E-2,-4.079317017E0,1.590204916E1
3.627001283E1,1.690509567E1,-2.135608978E0,-4.877307587E0,1.772374720E1
3.627999383E1,1.727377899E1,-2.500699768E0,-5.526507568E0,1.830790064E1
3.628997583E1,1.532707718E1,-1.696871338E0,-6.134842529E0,1.659623331E1
3.629995683E1,1.318907318E1,-2.122586060E-1,-6.800957336E0,1.484081284E1
3.630993783E1,1.327738953E1,4.444258118E-1,-6.201004944E0,1.466079975E1
3.631991983E1,1.366643051E1,3.132984924E-1,-3.909120941E0,1.421797121E1
3.632990033E1,1.202763840E1,-2.558180237E-1,-1.078806610E0,1.207863204E1
3.633988133E1,8.654103699E0,-1.394051056E0,1.885479126E0,8.966154176E0
3.634986233E1,7.629783783E0,-2.174078979E0,4.030518494E0,8.898612213E0
3.635984433E1,1.037746994E1,-3.127147064E0,6.010002136E0,1.239318590E1
3.636982533E1,1.185145477E1,-5.241500244E0,8.320447540E0,1.540000495E1
3.637980633E1,1.359353210E1,-5.069507904E0,8.077652435E0,1.660519480E1
3.638978833E1,1.273461823E1,-2.837349701E0,5.262007599E0,1.406804104E1
3.639976933E1,1.138337814E1,-4.842430115E-1,5.468128967E0,1.263788842E1
3.640975033E1,1.164293839E1,1.249601440E0,6.829996948E0,1.355611952E1
3.641973233E1,1.242790604E1,2.191742249E0,7.814349976E0,1.484320208E1
3.642971333E1,1.380519196E1,2.997366943E0,8.571625214E0,1.652393090E1
3.643969433E1,1.411744263E1,3.669469299E0,7.938142548E0,1.660666428E1
3.644967633E1,1.319910233E1,3.301384735E0,6.232589264E0,1.496531364E1
3.645965733E1,1.163425644E1,2.494562531E0,4.507127380E0,1.272371653E1
3.646963833E1,1.005414230E1,2.075434113E0,3.594026184E0,1.087705054E1
3.647962033E1,8.846902771E0,1.814826050E0,2.971171417E0,9.507320433E0
3.648960133E1,8.230484619E0,1.544787598E0,2.424807587E0,8.718195778E0
3.649958233E1,7.859855347E0,1.225651245E0,1.818418579E0,8.160036346E0
3.650956433E1,7.361691284E0,8.669970703E-1,1.233734436E0,7.514538119E0
3.651954533E1,6.847061462E0,5.084925842E-1,7.915539551E-1,6.911394435E0
3.652952633E1,6.329288177E0,2.770738220E-1,6.132746887E-1,6.364963832E0
3.653950833E1,5.923482056E0,9.804611206E-2,5.795947266E-1,5.952577824E0
3.654948933E1,5.605243835E0,2.948867798E-2,3.842509460E-1,5.618476379E0
3.655947033E1,5.113815765E0,-1.002914429E-1,3.068618774E-2,5.114891172E0
