"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.810624894E2,8.818312225E0,-1.872156830E0,4.664899292E0,1.015031463E1
4.810724704E2,1.005159760E1,-2.398162994E0,6.668183441E0,1.229839300E1
4.810824524E2,1.163036453E1,-2.801723785E0,8.191266174E0,1.449868535E1
4.810924344E2,1.232117798E1,-2.939587097E0,8.732390900E0,1.538529330E1
4.811024164E2,1.196102692E1,-2.782863007E0,7.662415924E0,1.447491310E1
4.811123974E2,1.096215408E1,-2.686912537E0,5.454656982E0,1.253561342E1
4.811223794E2,1.022119492E1,-2.661315765E0,3.634442139E0,1.116980737E1
4.811323614E2,9.854607239E0,-2.363435211E0,2.631976776E0,1.047026320E1
4.811423434E2,9.784852295E0,-1.859582977E0,2.175126801E0,1.019473197E1
4.811523244E2,9.939480743E0,-1.412163391E0,2.107018433E0,1.025802172E1
4.811623064E2,1.030606842E1,-8.391549683E-1,1.983824615E0,1.052876001E1
4.811722884E2,1.051054321E1,-5.321434021E-1,9.942324829E-1,1.057086531E1
4.811822704E2,1.005653732E1,-5.435197449E-1,6.483018494E-1,1.009205885E1
4.811922514E2,9.876312103E0,-3.755690002E-1,8.747808838E-1,9.922088209E0
4.812022334E2,9.382189636E0,4.221221924E-2,1.193318481E0,9.457868324E0
4.812122154E2,8.823401642E0,3.800596619E-1,1.219963074E0,8.915445686E0
4.812221974E2,8.430319061E0,7.819738770E-1,7.424560547E-1,8.499000154E0
4.812321784E2,7.995623016E0,1.282083893E0,2.586621094E-1,8.101890681E0
4.812421604E2,7.478448486E0,1.679058380E0,6.786886597E-1,7.694611563E0
4.812521424E2,7.315587158E0,2.241289215E0,9.057664490E-1,7.704648316E0
4.812621244E2,7.276518402E0,2.691253510E0,5.869294739E-1,7.780427476E0
4.812721064E2,7.351362762E0,2.874023438E0,2.859054565E-2,7.893247912E0
4.812820874E2,7.294780426E0,2.875670013E0,-4.320016479E-1,7.853020114E0
4.812920694E2,7.203021240E0,2.872975616E0,-2.983296204E-1,7.760573719E0
4.813020514E2,7.050338745E0,2.808759155E0,5.077441406E-1,7.606195404E0
4.813120334E2,6.841223602E0,2.808609467E0,1.492097168E0,7.544334395E0
4.813220144E2,6.552623749E0,2.820135498E0,1.967957611E0,7.400195901E0
4.813319964E2,6.360872498E0,2.851570129E0,2.125430145E0,7.287633665E0
4.813419784E2,6.244414673E0,2.816093903E0,2.240091705E0,7.207018130E0
4.813519604E2,6.179599457E0,2.619552612E0,2.112107849E0,7.036370151E0
4.813619414E2,6.448290710E0,2.309547272E0,1.639690247E0,7.042942978E0
4.813719234E2,6.794221344E0,1.992057495E0,1.164428558E0,7.175348814E0
4.813819054E2,7.255561981E0,1.689985657E0,9.306147766E-1,7.507681070E0
4.813918874E2,7.964637451E0,1.423839111E0,3.330574036E-1,8.097758627E0
4.814018684E2,8.899144135E0,1.218915253E0,-2.219883728E-1,8.984976325E0
4.814118504E2,9.983489227E0,1.134191437E0,-6.667135620E-1,1.006980409E1
4.814218324E2,1.116453323E1,9.981243896E-1,-1.252295837E0,1.127879867E1
4.814318144E2,1.223480759E1,7.917036438E-1,-2.011067963E0,1.242423864E1
4.814417954E2,1.311168411E1,6.403683472E-1,-2.494562531E0,1.336222938E1
4.814517774E2,1.367166962E1,9.030720520E-1,-2.175875244E0,1.387315834E1
4.814617594E2,1.333262466E1,1.540446625E0,-1.192120972E0,1.347416078E1
4.814717414E2,1.287577469E1,1.978136444E0,-6.138734436E-1,1.304129741E1
4.814817224E2,1.292607010E1,2.081571350E0,-7.948471069E-1,1.311670726E1
4.814917044E2,1.325897781E1,1.951342163E0,-8.898994446E-1,1.343131229E1
4.815016864E2,1.313219147E1,1.434916077E0,-8.626560974E-1,1.323848981E1
4.815116684E2,1.218810471E1,6.297404480E-1,-1.062191162E0,1.225049874E1
4.815216494E2,1.096799194E1,-1.200503540E-1,-9.431886292E-1,1.100912640E1
4.815316314E2,1.022104523E1,-8.836125183E-1,-7.484436035E-2,1.025944142E1
4.815416134E2,1.010608429E1,-1.525477753E0,1.215322723E0,1.029257166E1
4.815515954E2,1.039513321E1,-2.049987030E0,2.541864166E0,1.089597700E1
4.815615764E2,1.040621017E1,-2.536026306E0,3.988006897E0,1.142912239E1
4.815715584E2,1.025502457E1,-2.912942505E0,5.886808319E0,1.217806533E1
4.815815404E2,1.051742889E1,-3.295097809E0,7.470065918E0,1.331449830E1
4.815915224E2,1.103041214E1,-3.861070862E0,7.315437469E0,1.378743941E1
4.816015034E2,1.159728333E1,-4.533921661E0,5.176235962E0,1.348506006E1
4.816114854E2,1.197704361E1,-5.213957520E0,3.348836060E0,1.348516331E1
4.816214674E2,1.193647797E1,-5.749244385E0,2.517764282E0,1.348600957E1
4.816314494E2,1.120375168E1,-5.722300415E0,3.076552277E0,1.295121414E1
4.816414314E2,1.029139893E1,-5.290298767E0,4.065695343E0,1.226499211E1
4.816514124E2,9.784253540E0,-4.724625092E0,4.244723053E0,1.166496350E1
4.816613944E2,9.548344116E0,-3.894601135E0,3.775897980E0,1.098163007E1
4.816713764E2,9.083261261E0,-3.053799591E0,2.863994293E0,1.000168938E1
4.816813584E2,9.169481964E0,-2.232158203E0,1.648372192E0,9.580138862E0
4.816913394E2,9.690099335E0,-1.169967041E0,2.442919922E-1,9.763530436E0
4.817013214E2,1.065244812E1,-4.535568237E-2,-1.062041473E0,1.070535568E1
4.817113034E2,1.152019363E1,1.024918671E0,-2.090702362E0,1.175314239E1
4.817212854E2,1.338292007E1,2.588567047E0,-2.219284973E0,1.381044731E1
4.817312664E2,1.428823746E1,4.135300598E0,-1.705702972E0,1.497210284E1
4.817412484E2,1.339923615E1,4.969366150E0,-5.128335571E-1,1.430024921E1
4.817512298E2,1.127679977E1,4.489314423E0,7.363188171E-1,1.215986523E1
4.817612118E2,9.999505920E0,3.925437012E0,1.739832001E0,1.088237978E1
4.817711928E2,8.667425995E0,3.193608856E0,2.850522308E0,9.666896520E0
4.817811748E2,7.166048126E0,1.961520996E0,3.628005524E0,8.268145768E0
4.817911568E2,5.856720886E0,-1.481918335E-2,3.610641632E0,6.880271226E0
4.818011388E2,4.762945404E0,-2.141746216E0,2.727777557E0,5.891816034E0
4.818111198E2,4.780608673E0,-3.661236420E0,1.303489380E0,6.161002838E0
4.818211018E2,5.068011017E0,-4.506828003E0,-5.852828979E-2,6.782304909E0
4.818310838E2,4.742288361E0,-4.966671753E0,-1.687590637E0,7.071427674E0
4.818410658E2,4.713398438E0,-4.601580963E0,-2.726729736E0,7.129216454E0
4.818510468E2,5.645210724E0,-3.114872589E0,-3.054398346E0,7.134436531E0
4.818610288E2,6.265520782E0,-1.373992767E0,-3.157084808E0,7.149251100E0
4.818710108E2,5.740562439E0,-4.562512207E-1,-3.735332336E0,6.864031611E0
4.818809928E2,4.513713684E0,3.308120728E-2,-4.145030365E0,6.128293589E0
4.818909748E2,3.947890320E0,1.489402771E-1,-4.516258392E0,6.000384242E0
4.819009558E2,6.142626343E0,-8.268804932E-1,-4.982838135E0,7.952626334E0
4.819109378E2,7.761659546E0,-1.476529541E0,-4.744833069E0,9.216123873E0
4.819209198E2,8.492888947E0,-1.315015411E0,-4.361330566E0,9.637407976E0
4.819309018E2,8.890761566E0,-1.287622375E0,-4.415817261E0,1.001014759E1
4.819408828E2,8.998238068E0,-1.609902191E0,-4.591551819E0,1.022948784E1
4.819508648E2,9.042396240E0,-2.152374115E0,-4.780458984E0,1.045229315E1
4.819608468E2,9.855505371E0,-3.295995941E0,-5.245541840E0,1.164088848E1
4.819708288E2,1.439706116E1,-4.772076416E0,-5.880521393E0,1.626740960E1
4.819808098E2,2.303185501E1,-5.749693451E0,-5.106780396E0,2.428177354E1
4.819907918E2,2.341401031E1,-1.075049423E1,-2.281405792E0,2.586491480E1
4.820007738E2,1.698772385E1,-1.316886520E1,-4.790039063E-2,2.149427986E1
4.820107558E2,1.039079224E1,-9.251361694E0,-1.589694214E-1,1.391335789E1
4.820207368E2,2.608924713E0,-9.362879791E0,-2.368973694E0,1.000410128E1
4.820307188E2,3.731141052E0,-9.355095978E0,-3.134631500E0,1.054822966E1
4.820407008E2,1.156450150E1,-5.255570984E0,-1.817520447E0,1.283207317E1
4.820506828E2,1.561403046E1,-1.979633331E0,-7.634124756E-1,1.575752816E1
4.820606638E2,1.065499283E1,-2.119891663E0,-1.883533173E0,1.102590178E1
4.820706458E2,6.526577911E0,-3.630400543E0,-1.541344757E0,7.625730850E0
4.820806278E2,5.069657593E0,-4.542753296E0,-2.553689575E-1,6.811993021E0
4.820906098E2,4.483326874E0,-5.308710480E0,7.973918152E-1,6.994173327E0
4.821005918E2,6.050867157E0,-5.445975037E0,1.608704681E0,8.298166557E0
4.821105728E2,8.818461914E0,-4.973557434E0,1.999841309E0,1.031992778E1
4.821205548E2,1.068178711E1,-5.194647675E0,1.657802582E0,1.199305006E1
4.821305368E2,1.142813507E1,-5.737868042E0,1.225052490E0,1.284625060E1
4.821405188E2,1.148456772E1,-6.139333191E0,1.341360626E0,1.309144591E1
4.821504998E2,1.093880264E1,-6.276747437E0,2.608625336E0,1.287866017E1
4.821604818E2,1.013796799E1,-5.902825012E0,4.629423065E0,1.261163336E1
4.821704638E2,9.215137024E0,-5.195396118E0,6.069727936E0,1.219641293E1
4.821804458E2,8.428672485E0,-4.692142639E0,6.414161682E0,1.158448067E1
4.821904268E2,7.990533600E0,-4.353397064E0,5.876030731E0,1.083182489E1
4.822004088E2,8.023315430E0,-3.891607361E0,5.219945068E0,1.033276463E1
4.822103908E2,8.075856171E0,-3.476969604E0,4.910239105E0,1.007071093E1
4.822203728E2,8.278983765E0,-2.982996826E0,4.927602997E0,1.008568855E1
4.822303548E2,8.545279999E0,-2.445764008E0,5.162913666E0,1.027906851E1
4.822403358E2,8.852141876E0,-1.961371307E0,5.376968536E0,1.054130845E1
4.822503178E2,9.220226440E0,-1.509161682E0,5.351970520E0,1.076725281E1
4.822602998E2,9.282047882E0,-9.416917419E-1,4.743186493E0,1.046618433E1
4.822702818E2,9.260492706E0,-2.782713318E-1,4.098477173E0,1.013072925E1
4.822802628E2,9.178912354E0,2.664459229E-1,3.773053894E0,9.927706740E0
4.822902448E2,8.961115265E0,8.101153564E-1,3.552263031E0,9.673491940E0
4.823002268E2,8.796906738E0,1.436412964E0,3.263214111E0,9.491965903E0
4.823102088E2,8.322243805E0,1.967209167E0,2.813249817E0,9.002445689E0
4.823201898E2,7.973169708E0,2.404300232E0,2.700983276E0,8.754850396E0
4.823301718E2,7.835905151E0,2.616109772E0,2.423610077E0,8.609258138E0
4.823401538E2,7.682474213E0,2.708168335E0,1.921105042E0,8.369302859E0
4.823501358E2,7.398664398E0,2.695594482E0,1.457369385E0,8.008145229E0
4.823601168E2,7.025640106E0,2.612517242E0,1.006656647E0,7.562950671E0
4.823700988E2,6.785240021E0,2.364483032E0,6.571334839E-1,7.215406195E0
4.823800808E2,6.792125702E0,1.896556091E0,4.849914551E-1,7.068600517E0
4.823900628E2,7.048392792E0,1.389410706E0,3.906875610E-1,7.194646609E0
4.824000448E2,7.332951050E0,9.607022095E-1,3.210823059E-1,7.402581555E0
4.824100258E2,7.669301605E0,5.981561279E-1,3.270698547E-1,7.699542360E0
4.824200078E2,7.953111420E0,2.752775574E-1,4.061054993E-1,7.968229456E0
4.824299898E2,8.150401154E0,9.744735718E-2,5.987548828E-1,8.172945758E0
4.824399718E2,8.172704773E0,-1.233435059E-1,9.855505371E-1,8.232838319E0
4.824499528E2,8.210875397E0,-2.631527710E-1,1.296454010E0,8.316761218E0
4.824599348E2,8.184979248E0,-3.348536682E-1,1.398092651E0,8.310275286E0
4.824699168E2,8.160879364E0,-3.414399719E-1,1.337319031E0,8.276772042E0
4.824798988E2,8.277486877E0,-3.353027344E-1,1.251397705E0,8.378258360E0
4.824898798E2,8.502019958E0,-2.833607483E-1,1.052910461E0,8.571654282E0
4.824998618E2,8.792865143E0,-1.155596924E-1,9.354048157E-1,8.843235473E0
4.825098438E2,9.078321533E0,1.404080200E-1,8.538244629E-1,9.119465581E0
4.825198258E2,9.378447418E0,4.870870972E-1,7.322772217E-1,9.419594458E0
4.825298078E2,9.536219330E0,7.788304138E-1,4.851411438E-1,9.580261888E0
4.825397888E2,9.700727234E0,1.089284821E0,2.526745605E-1,9.764962607E0
4.825497708E2,9.930798798E0,1.264121246E0,-9.340576172E-2,1.001136813E1
4.825597528E2,1.037193146E1,1.288520508E0,-3.857478333E-1,1.045877854E1
4.825697348E2,1.090796677E1,1.316063232E0,-6.945556641E-1,1.100900400E1
4.825797158E2,1.123099503E1,1.297501831E0,-1.044677582E0,1.135385888E1
4.825896978E2,1.124656265E1,1.259630585E0,-1.076261902E0,1.136794530E1
4.825996798E2,1.111034592E1,1.294508057E0,-3.641926575E-1,1.119143305E1
4.826096618E2,1.084120560E1,1.375938721E0,9.431886292E-1,1.096879897E1
4.826196428E2,1.057565781E1,1.502874756E0,2.306403809E0,1.092806795E1
4.826296248E2,1.046518753E1,1.641336823E0,3.339405670E0,1.110701431E1
4.826396068E2,1.039124130E1,1.677262115E0,3.798650665E0,1.119021228E1
4.826495888E2,1.027882507E1,1.759740601E0,3.924089813E0,1.114223554E1
4.826595708E2,1.017673737E1,1.718875580E0,4.122726746E0,1.111383788E1
4.826695518E2,1.042013123E1,1.464255066E0,4.185296631E0,1.132430508E1
4.826795338E2,1.099837875E1,8.216413879E-1,3.778143311E0,1.165820727E1
4.826895158E2,1.174801987E1,2.293231201E-1,3.303630066E0,1.220584006E1
4.826994978E2,1.244721588E1,-1.402583313E-1,3.072211304E0,1.282151855E1
4.827094788E2,1.293385391E1,-4.810995483E-1,2.888393555E0,1.326117835E1
4.827194608E2,1.308459045E1,-8.518785095E-1,2.515069885E0,1.335132132E1
4.827294428E2,1.224513611E1,-1.201701050E0,1.968256989E0,1.246039643E1
4.827394248E2,1.034079620E1,-1.730551300E0,1.726659393E0,1.062582828E1
4.827494073E2,8.738079071E0,-2.474653931E0,2.038610687E0,9.307731811E0
4.827593883E2,7.834707642E0,-3.365002441E0,2.471061401E0,8.877613965E0
4.827693703E2,7.151378632E0,-4.111350403E0,2.808459778E0,8.713946568E0
4.827793523E2,6.720873871E0,-5.027445374E0,3.132685547E0,8.958742730E0
4.827893343E2,6.789580994E0,-5.771098938E0,3.654201050E0,9.631052815E0
4.827993153E2,6.861431580E0,-6.132597198E0,3.951033783E0,1.001492185E1
4.828092973E2,6.908882904E0,-6.170468445E0,4.179608459E0,1.016250317E1
4.828192793E2,6.997798004E0,-5.815107422E0,4.171674957E0,1.000937177E1
4.828292613E2,7.278913422E0,-5.264552307E0,3.773502960E0,9.743583334E0
4.828392423E2,7.793992310E0,-4.599185944E0,3.198847961E0,9.598513205E0
4.828492243E2,8.227341156E0,-3.866160278E0,2.538121948E0,9.438135452E0
4.828592063E2,8.462801514E0,-3.350782013E0,2.038311310E0,9.327457454E0
4.828691883E2,8.633746033E0,-3.117716675E0,1.885628815E0,9.371089790E0
4.828791703E2,8.712332611E0,-3.126099243E0,1.837279358E0,9.436780778E0
4.828891513E2,8.776399384E0,-3.229085083E0,1.720971222E0,9.508623379E0
4.828991333E2,8.782087555E0,-3.330723724E0,1.615141296E0,9.530344367E0
4.829091153E2,8.775052185E0,-3.407364349E0,1.603315887E0,9.548942062E0
4.829190973E2,8.503217468E0,-3.331921234E0,1.672172699E0,9.284533804E0
4.829290783E2,8.227191467E0,-3.205883331E0,1.778451691E0,9.007067103E0
4.829390603E2,8.159981232E0,-3.011587372E0,1.890718231E0,8.901110472E0
4.829490423E2,8.186775513E0,-2.808908844E0,2.038760376E0,8.892120448E0
4.829590243E2,8.242908783E0,-2.638862457E0,2.198927307E0,8.929973212E0
4.829690063E2,8.294551392E0,-2.483036499E0,2.329306183E0,8.966087237E0
4.829789873E2,8.322243805E0,-2.345472565E0,2.339485016E0,8.957353049E0
4.829889693E2,8.275391235E0,-2.307451630E0,2.183359680E0,8.864169031E0
4.829989513E2,8.203989716E0,-2.245929565E0,2.039209442E0,8.746886418E0
4.830089333E2,8.119415588E0,-2.225571899E0,1.809437256E0,8.611163856E0
4.830189143E2,8.188422089E0,-2.205214233E0,1.534758453E0,8.617929544E0
4.830288963E2,8.339757385E0,-2.161505127E0,1.330732727E0,8.717482851E0
4.830388783E2,8.588240662E0,-2.133663025E0,1.195264435E0,8.929672594E0
4.830488603E2,8.815168762E0,-2.136357422E0,1.114881592E0,9.138609539E0
4.830588413E2,8.886570282E0,-2.192640381E0,1.038839722E0,9.211839729E0
4.830688233E2,8.983418884E0,-2.350112915E0,1.021326141E0,9.341731780E0
4.830788053E2,9.058862000E0,-2.558030548E0,1.065184937E0,9.473178979E0
4.830887873E2,8.965755615E0,-2.738704834E0,1.282383270E0,9.462018007E0
4.830987693E2,8.832981720E0,-2.954855347E0,1.622476044E0,9.454372782E0
4.831087503E2,8.794811096E0,-3.158581696E0,2.059118042E0,9.568976312E0
4.831187323E2,8.892108765E0,-3.412902832E0,2.476150818E0,9.841180158E0
4.831287143E2,8.940158844E0,-3.676055603E0,2.931204529E0,1.010107840E1
4.831386963E2,8.897647247E0,-3.980522461E0,3.278182983E0,1.028392772E1
4.831486773E2,8.995843048E0,-4.281546478E0,3.616030426E0,1.059870315E1
4.831586593E2,9.067843323E0,-4.481231232E0,3.871100006E0,1.083017226E1
4.831686413E2,9.086255035E0,-4.579277344E0,3.836072845E0,1.087406393E1
4.831786233E2,9.129814453E0,-4.552632751E0,3.559148712E0,1.080497647E1
4.831886053E2,9.120683441E0,-4.402644653E0,3.009641418E0,1.056541944E1
4.831985863E2,9.164991302E0,-4.168531494E0,2.440824280E0,1.036008415E1
4.832085683E2,9.317075043E0,-3.841311951E0,1.986219635E0,1.027173955E1
4.832185503E2,9.525292053E0,-3.564687195E0,1.657802582E0,1.030468306E1
4.832285323E2,9.711205444E0,-3.398532715E0,1.372795258E0,1.037988934E1
4.832385133E2,9.799372101E0,-3.274440765E0,1.140328674E0,1.039471045E1
4.832484953E2,9.633217621E0,-3.190465393E0,9.633966064E-1,1.019343339E1
4.832584773E2,9.314081268E0,-3.150348816E0,9.692344666E-1,9.880092256E0
4.832684593E2,9.057514801E0,-3.151396637E0,1.187630310E0,9.663350397E0
4.832784403E2,8.916807404E0,-3.190465393E0,1.562450867E0,9.598425725E0
4.832884223E2,8.890911255E0,-3.179687805E0,2.023941193E0,9.656865715E0
4.832984043E2,9.002129974E0,-3.205434265E0,2.531385956E0,9.885396692E0
4.833083863E2,9.157506866E0,-3.246598663E0,3.018023987E0,1.017392764E1
4.833183683E2,9.236542511E0,-3.222049713E0,3.464096375E0,1.037763391E1
4.833283493E2,9.197623444E0,-3.009791107E0,3.699107666E0,1.036043035E1
4.833383313E2,9.075028381E0,-2.694995728E0,3.646716614E0,1.014483534E1
4.833483133E2,8.962911530E0,-2.251318359E0,3.321143646E0,9.819990456E0
4.833582953E2,8.882079620E0,-1.831890564E0,2.877615967E0,9.514611662E0
4.833682763E2,8.956923981E0,-1.412313080E0,2.402653656E0,9.380504252E0
4.833782583E2,9.031618652E0,-1.029858398E0,1.903890839E0,9.287386292E0
4.833882403E2,9.112600250E0,-6.993457031E-1,1.533411255E0,9.267141836E0
4.833982223E2,9.255403290E0,-4.854405212E-1,1.327439575E0,9.362704651E0
4.834082043E2,9.420659637E0,-3.617976379E-1,1.228495331E0,9.507309099E0
4.834181853E2,9.671987000E0,-3.638932800E-1,1.259780273E0,9.760471155E0
4.834281673E2,9.911788330E0,-5.071453857E-1,1.359323273E0,1.001741005E1
4.834381493E2,1.000100281E1,-6.918612671E-1,1.487307129E0,1.013463426E1
4.834481313E2,9.985135803E0,-8.955876160E-1,1.602717133E0,1.015252266E1
4.834581123E2,9.917027435E0,-1.083596649E0,1.676663361E0,1.011596831E1
4.834680943E2,9.836644592E0,-1.234033813E0,1.775607605E0,1.007150429E1
4.834780763E2,9.784852295E0,-1.380279694E0,1.867067413E0,1.005656239E1
4.834880583E2,9.680818634E0,-1.480571136E0,1.957928467E0,9.987182996E0
4.834980403E2,9.590706024E0,-1.543590088E0,2.079625397E0,9.934241501E0
4.835080213E2,9.566007385E0,-1.591789856E0,2.183060303E0,9.940223565E0
4.835180033E2,9.531129913E0,-1.616488495E0,2.269281006E0,9.930010512E0
4.835279853E2,9.482481079E0,-1.656904449E0,2.340083771E0,9.906501493E0
4.835379673E2,9.400601349E0,-1.660047913E0,2.394271088E0,9.841727431E0
4.835479483E2,9.292077026E0,-1.673370209E0,2.488425293E0,9.763970696E0
4.835579303E2,9.166338501E0,-1.701960754E0,2.624642029E0,9.685410559E0
4.835679123E2,9.100176086E0,-1.747017059E0,2.748584290E0,9.665401647E0
4.835778943E2,9.046288147E0,-1.769919434E0,2.899021454E0,9.662932755E0
4.835878763E2,9.063202972E0,-1.767674103E0,2.970422974E0,9.699986211E0
4.835978573E2,9.123976593E0,-1.687440948E0,2.982996826E0,9.746418619E0
4.836078393E2,9.196875000E0,-1.541793823E0,2.893183594E0,9.763715956E0
4.836178213E2,9.306297455E0,-1.328038330E0,2.655028839E0,9.768317985E0
4.836278033E2,9.395212555E0,-1.050665131E0,2.393223267E0,9.751996399E0
4.836377843E2,9.453441467E0,-7.861651611E-1,2.167193298E0,9.730484984E0
4.836477663E2,9.506580963E0,-5.439688110E-1,1.980980530E0,9.726009847E0
4.836577483E2,9.511371002E0,-3.285667419E-1,1.831890564E0,9.691746875E0
4.836677303E2,9.551188202E0,-2.204914856E-1,1.780098267E0,9.718156327E0
4.836777113E2,9.544152832E0,-2.198927307E-1,1.746118927E0,9.705057311E0
4.836876933E2,9.433832245E0,-2.496807861E-1,1.779649200E0,9.603472424E0
4.836976753E2,9.382039948E0,-3.305126953E-1,1.846110992E0,9.567655827E0
4.837076573E2,9.343120880E0,-4.643344116E-1,1.872007141E0,9.540121853E0
4.837176393E2,9.451645203E0,-6.319857788E-1,1.933529205E0,9.668067969E0
4.837276203E2,9.593400421E0,-8.150550842E-1,2.081122284E0,9.850315548E0
4.837376023E2,9.682914276E0,-1.018781433E0,2.234253845E0,9.989426146E0
4.837475842E2,9.689949646E0,-1.220561829E0,2.339035950E0,1.004270803E1
4.837575662E2,9.560618591E0,-1.335073700E0,2.443069611E0,9.957732611E0
4.837675472E2,9.369316406E0,-1.406774597E0,2.582579498E0,9.820021464E0
4.837775292E2,9.188043365E0,-1.416204987E0,2.571502533E0,9.645641644E0
4.837875112E2,9.024732971E0,-1.373244324E0,2.423011322E0,9.444712226E0
4.837974932E2,8.878786469E0,-1.271306305E0,2.238295441E0,9.244405625E0
4.838074752E2,8.798703003E0,-1.196012878E0,2.094594269E0,9.123318831E0
4.838174562E2,8.802744598E0,-1.120420074E0,2.009571075E0,9.098463030E0
4.838274382E2,8.864865417E0,-1.038839722E0,2.002386017E0,9.147380860E0
4.838374202E2,9.010213165E0,-9.725276184E-1,1.986519012E0,9.277715723E0
4.838474022E2,9.204658813E0,-8.898994446E-1,1.973645782E0,9.455841717E0
4.838573842E2,9.469009094E0,-8.752299500E-1,1.993704071E0,9.716121480E0
4.838673652E2,9.681866455E0,-8.680448914E-1,2.013163605E0,9.926976765E0
4.838773472E2,9.861043854E0,-8.572673035E-1,2.113604736E0,1.012138420E1
4.838873292E2,9.902807007E0,-8.544232178E-1,2.221979370E0,1.018493093E1
4.838973112E2,9.846074982E0,-8.536747742E-1,2.319426727E0,1.015153651E1
4.839072922E2,9.721084900E0,-8.381071472E-1,2.448009338E0,1.005955590E1
4.839172742E2,9.607171783E0,-7.783813477E-1,2.540666656E0,9.967879125E0
4.839272562E2,9.429940338E0,-7.135661316E-1,2.604583740E0,9.809016661E0
4.839372382E2,9.338480530E0,-6.424639893E-1,2.681673431E0,9.737112045E0
4.839472202E2,9.380842438E0,-5.715115356E-1,2.791694641E0,9.804100634E0
4.839572012E2,9.461075592E0,-5.400769043E-1,2.839445343E0,9.892728859E0
4.839671832E2,9.538614349E0,-5.469625854E-1,2.821632385E0,9.962225710E0
4.839771652E2,9.594597931E0,-5.960604858E-1,2.692750397E0,9.983110851E0
4.839871472E2,9.589658203E0,-7.156617737E-1,2.512375488E0,9.939101912E0
4.839971282E2,9.536668396E0,-8.813671875E-1,2.328108673E0,9.856213381E0
4.840071102E2,9.488768005E0,-1.066382446E0,2.192341003E0,9.796950998E0
4.840170922E2,9.455836487E0,-1.221459961E0,2.114053802E0,9.765962911E0
4.840270742E2,9.402547302E0,-1.335522766E0,2.082020416E0,9.722465009E0
4.840370562E2,9.443562012E0,-1.419348450E0,2.073338470E0,9.772110617E0
4.840470372E2,9.538015594E0,-1.438059540E0,2.162702637E0,9.885294099E0
4.840570192E2,9.599537659E0,-1.379830627E0,2.162403259E0,9.936349615E0
4.840670012E2,9.636959839E0,-1.297651520E0,2.095791779E0,9.947222606E0
4.840769832E2,9.642498322E0,-1.174308014E0,1.986818390E0,9.914848486E0
4.840869642E2,9.561217346E0,-1.031504974E0,1.901645508E0,9.802914632E0
4.840969462E2,9.439969482E0,-9.241781616E-1,1.846560059E0,9.663173038E0
4.841069282E2,9.261989594E0,-7.725434875E-1,1.940115509E0,9.494489078E0
4.841169102E2,9.109756165E0,-6.950047302E-1,2.175276489E0,9.391619496E0
4.841268922E2,9.076974335E0,-6.846762085E-1,2.413730621E0,9.417342518E0
4.841368732E2,9.098529510E0,-6.444099426E-1,2.579136658E0,9.478947691E0
4.841468552E2,9.124874725E0,-6.032455444E-1,2.719544678E0,9.540606228E0
4.841568372E2,9.169931030E0,-5.462141418E-1,2.797382812E0,9.602673356E0
4.841668192E2,9.281149750E0,-4.698728943E-1,2.815644836E0,9.710220237E0
4.841768002E2,9.429940338E0,-3.568579102E-1,2.773731995E0,9.835888955E0
4.841867822E2,9.567504272E0,-2.255809021E-1,2.625390472E0,9.923744247E0
4.841967642E2,9.602082367E0,-6.571334839E-2,2.467019806E0,9.914156078E0
4.842067462E2,9.574839020E0,6.571334839E-2,2.384092255E0,9.867408798E0
4.842167282E2,9.579030304E0,1.652563477E-1,2.324665833E0,9.858458422E0
4.842267092E2,9.604028320E0,2.016307068E-1,2.255060577E0,9.867284993E0
4.842366912E2,9.569300537E0,1.499880981E-1,2.193538513E0,9.818636382E0
4.842466732E2,9.508377228E0,3.577560425E-2,2.153571625E0,9.749276288E0
4.842566552E2,9.456285553E0,-1.290316772E-1,2.102078705E0,9.687967822E0
4.842666372E2,9.405990143E0,-3.195854187E-1,2.077529755E0,9.637993323E0
4.842766182E2,9.383387146E0,-5.218148804E-1,2.044897614E0,9.617788278E0
4.842866002E2,9.353299713E0,-6.822811890E-1,2.093247070E0,9.608923272E0
4.842965822E2,9.303752747E0,-7.524851990E-1,2.179767151E0,9.585271722E0
4.843065642E2,9.324260101E0,-7.583230591E-1,2.208507385E0,9.612199809E0
4.843165452E2,9.397906952E0,-7.312294006E-1,2.211950226E0,9.682358975E0
4.843265272E2,9.499844971E0,-6.387217712E-1,2.261796570E0,9.786252791E0
4.843365092E2,9.553583221E0,-5.551954651E-1,2.297871552E0,9.841717738E0
4.843464912E2,9.575737152E0,-4.646337891E-1,2.336042175E0,9.867508278E0
4.843564732E2,9.580377502E0,-3.878434753E-1,2.421963501E0,9.889386374E0
4.843664542E2,9.562265167E0,-2.965333557E-1,2.485132141E0,9.884367907E0
4.843764362E2,9.589358826E0,-2.188449097E-1,2.509531403E0,9.914708450E0
4.843864182E2,9.640552368E0,-1.660047913E-1,2.431842957E0,9.943926172E0
4.843964002E2,9.651329956E0,-1.317260742E-1,2.338736572E0,9.931526088E0
4.844063822E2,9.624086609E0,-9.385482788E-2,2.256707153E0,9.885574286E0
