"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.552901271E1,-1.900649142E-1,-6.786453903E-1,2.770726526E-1,7.572671207E-1
3.553899471E1,-3.092140661E-1,-2.711710578E-1,-6.973605734E-1,8.096041321E-1
3.554897671E1,-4.053386369E-1,1.106372139E-1,-1.536811996E0,1.593214083E0
3.555895871E1,-4.031874463E-1,3.992452535E-1,-2.296705617E0,2.365758563E0
3.556894171E1,-3.027536237E-1,7.844858408E-1,-3.149356543E0,3.259681645E0
3.557892371E1,-1.972925113E-1,1.048051718E0,-3.671700597E0,3.823443737E0
3.558890571E1,-2.519774263E-1,1.153397786E0,-3.957896660E0,4.130225786E0
3.559888771E1,-4.581739314E-1,1.145264017E0,-4.190292492E0,4.368077860E0
3.560886971E1,-8.018935865E-1,1.035533998E0,-4.215644850E0,4.414411114E0
3.561885171E1,-1.073775081E0,8.667447630E-1,-4.029743153E0,4.259468193E0
3.562883371E1,-1.224050277E0,7.594249669E-1,-3.992778225E0,4.244679413E0
3.563881571E1,-1.263306437E0,7.521022063E-1,-4.155833681E0,4.408237115E0
3.564879771E1,-1.237005515E0,7.935069251E-1,-4.121843231E0,4.376005885E0
3.565877971E1,-1.252431493E0,8.057030475E-1,-3.750219347E0,4.035082056E0
3.566876171E1,-1.218681072E0,6.775238943E-1,-3.034338888E0,3.339376389E0
3.567874371E1,-1.106163101E0,5.203782195E-1,-2.057121218E0,2.392935018E0
3.568872571E1,-9.493214813E-1,5.034095997E-1,-9.842325747E-1,1.457170636E0
3.569870771E1,-7.663887084E-1,3.346691886E-1,2.544018281E-1,8.741140705E-1
3.570869071E1,-5.837140900E-1,6.241376460E-2,1.663969640E0,1.764486492E0
3.571867271E1,-3.410230654E-1,-1.380843365E-1,3.093686957E0,3.115487603E0
3.572865471E1,4.819567502E-2,-2.684216970E-1,4.037990066E0,4.047188753E0
3.573863671E1,6.170122290E-1,-1.823460048E-1,4.605348909E0,4.650074486E0
3.574861871E1,1.258839456E0,5.268048942E-2,4.945634640E0,5.103602062E0
3.575860071E1,1.927375011E0,2.178961989E-1,5.173178453E0,5.524855518E0
3.576858271E1,2.163705434E0,4.657275108E-1,5.572771908E0,5.996191296E0
3.577856471E1,1.772271915E0,9.358582672E-1,5.741703231E0,6.081441805E0
3.578854671E1,1.106331062E0,1.528021584E0,4.715480046E0,5.078835540E0
3.579852871E1,6.754788306E-1,2.120451826E0,3.187897296E0,3.887837029E0
3.580851071E1,5.927992013E-1,2.550714804E0,2.261695998E0,3.460177119E0
3.581849271E1,6.215754692E-1,2.737365822E0,1.656754761E0,3.259503650E0
3.582847471E1,7.486834855E-1,2.636568595E0,1.336207475E0,3.049175517E0
3.583845771E1,6.569422799E-1,2.178276403E0,8.585987145E-1,2.431800362E0
3.584843971E1,9.997306198E-2,1.482915578E0,3.497628987E-2,1.486693164E0
3.585842171E1,-6.945519365E-1,7.323383251E-1,-8.177617604E-1,1.299021213E0
3.586840371E1,-1.472483560E0,7.690959692E-2,-1.105576333E0,1.842938401E0
3.587838571E1,-2.237527263E0,-5.492728204E-1,-1.176745718E0,2.587075447E0
3.588836771E1,-2.702554131E0,-1.057145892E0,-8.324669230E-1,3.018999411E0
3.589834971E1,-2.481025057E0,-1.412495221E0,-2.796489358E-2,2.855067445E0
3.590833171E1,-1.401792039E0,-1.505290241E0,5.690796787E-1,2.134191020E0
3.591831371E1,-8.508605093E-2,-1.301365671E0,1.046382045E0,1.672036970E0
3.592829571E1,7.374686721E-1,-1.175654335E0,1.313800945E0,1.911045808E0
3.593827771E1,9.538242759E-1,-1.235506142E0,1.447788722E0,2.128931272E0
3.594825971E1,8.078457597E-1,-1.510568815E0,1.796383347E0,2.482221997E0
3.595824171E1,4.265008798E-1,-1.839330269E0,2.265299052E0,2.949002990E0
3.596822371E1,-1.251798239E-1,-2.169617262E0,2.540456157E0,3.343176115E0
3.597820571E1,-7.759885208E-1,-2.392061132E0,2.373494176E0,3.457974733E0
3.598818871E1,-1.410023310E0,-2.417507338E0,1.518714278E0,3.184179725E0
3.599817071E1,-1.748194396E0,-2.190120523E0,1.537309009E-1,2.806500444E0
3.600815271E1,-1.850487926E0,-1.853880480E0,-1.195898858E0,2.879470867E0
3.601813471E1,-1.729629194E0,-1.506695619E0,-2.133275355E0,3.132508990E0
3.602811671E1,-1.426716380E0,-1.155510970E0,-2.974210215E0,3.495232701E0
3.603809871E1,-9.662789914E-1,-7.712839973E-1,-3.570858931E0,3.778836805E0
3.604808071E1,-6.031120817E-1,-4.881457356E-1,-3.941167776E0,4.016818876E0
3.605806271E1,-4.252073295E-1,-3.549423623E-1,-4.032573205E0,4.070433885E0
3.606804471E1,-3.520968148E-1,-3.004910436E-1,-3.915180995E0,3.942449652E0
3.607802671E1,-2.680265714E-1,-1.531540731E-1,-3.746686460E0,3.759382109E0
3.608800871E1,-1.963812228E-1,-8.809415102E-3,-3.668493984E0,3.673757109E0
3.609799071E1,-5.279787228E-2,2.737268758E-1,-3.868469929E0,3.878501464E0
3.610797271E1,9.772012979E-3,6.380136734E-1,-4.106069198E0,4.155353318E0
3.611795571E1,9.864355132E-2,9.748317137E-1,-4.350134903E0,4.459114384E0
3.612793771E1,2.869396828E-1,1.154155293E0,-4.161430051E0,4.328037533E0
3.613791971E1,2.634976105E-1,9.651066247E-1,-3.434853280E0,3.577580026E0
3.614790171E1,1.757570699E-2,5.480095294E-1,-2.448867125E0,2.509496672E0
3.615788371E1,-7.750879034E-2,2.040230951E-1,-1.624399778E0,1.638995935E0
3.616786571E1,-1.059954017E-2,2.411917984E-2,-9.182876766E-1,9.186655224E-1
3.617784771E1,1.031273425E-2,-2.629396400E-1,-3.040932208E-1,4.021396445E-1
3.618782971E1,1.835607639E-1,-5.150689477E-1,2.167592078E-1,5.881965055E-1
3.619781171E1,3.644990516E-1,-6.231906894E-1,9.549467951E-1,1.197142254E0
3.620779371E1,2.808828445E-1,-7.285312030E-1,1.620214925E0,1.798540878E0
3.621777571E1,-1.750320151E-1,-5.444412661E-1,1.860377614E0,1.946293237E0
3.622775771E1,-6.814967850E-1,-8.375902534E-2,1.781370036E0,1.909118291E0
3.623773971E1,-8.783215190E-1,2.619119918E-1,2.026852521E0,2.224449983E0
3.624772171E1,-9.550445898E-1,4.600720838E-1,2.624155540E0,2.830188826E0
3.625770471E1,-9.841225009E-1,5.177925807E-1,3.118132412E0,3.310491805E0
3.626768671E1,-5.997527102E-1,4.410736030E-1,3.459772943E0,3.538965676E0
3.627766871E1,3.357887842E-1,4.120398384E-1,4.382399839E0,4.414516880E0
3.628765071E1,1.144419971E0,2.840860954E-1,5.358876666E0,5.487072180E0
3.629763271E1,1.658771465E0,-6.345193774E-2,5.830703115E0,6.062396205E0
3.630761471E1,1.673610237E0,-3.317996675E-1,5.650599518E0,5.902570385E0
3.631759671E1,1.397444780E0,-6.352295217E-1,4.834393702E0,5.072251070E0
3.632757871E1,1.045103990E0,-7.295720074E-1,3.597066151E0,3.816202636E0
3.633756071E1,9.369873646E-1,-7.034630200E-1,2.291276477E0,2.573471087E0
3.634754271E1,9.260501477E-1,-5.568122202E-1,1.040347134E0,1.499976961E0
3.635752442E1,1.256719987E0,-2.052220666E-1,-2.268409771E-1,1.293413333E0
3.636750642E1,1.820321409E0,1.950452802E-1,-1.409053842E0,2.310204628E0
3.637748842E1,2.366291868E0,5.240771681E-1,-1.954692033E0,3.113649792E0
3.638747042E1,2.585142625E0,4.769041711E-1,-2.043257470E0,3.329459576E0
3.639745342E1,2.350826129E0,9.825748891E-2,-1.824697319E0,2.977508746E0
3.640743542E1,1.932290327E0,-5.293952107E-1,-1.192161902E0,2.331363377E0
3.641741742E1,1.376605449E0,-1.043036268E0,-4.307772410E-1,1.780038273E0
3.642739942E1,5.442855839E-1,-1.525485646E0,2.491264701E-2,1.619868481E0
3.643738142E1,-2.084020749E-1,-1.736446463E0,9.601537406E-2,1.751541234E0
3.644736342E1,-7.450149424E-1,-1.611294998E0,-1.408950931E-1,1.780777993E0
3.645734542E1,-1.057793471E0,-1.272645902E0,-8.419815123E-1,1.856741093E0
3.646732742E1,-1.144089165E0,-8.404936883E-1,-1.815059354E0,2.304302522E0
3.647730942E1,-1.281966510E0,-4.744305065E-1,-2.657430291E0,2.988387222E0
3.648729142E1,-1.320320736E0,-4.573575139E-2,-3.393363191E0,3.641462942E0
3.649727342E1,-1.302323007E0,3.388429311E-1,-4.025762368E0,4.244716998E0
3.650725542E1,-1.291686337E0,5.487345842E-1,-4.335900441E0,4.557367208E0
3.651723742E1,-1.328624660E0,6.626403916E-1,-4.141947713E0,4.400007572E0
3.652722042E1,-1.442784967E0,6.712132868E-1,-3.879547479E0,4.193214087E0
3.653720242E1,-1.659358380E0,5.813471371E-1,-3.794195087E0,4.181788025E0
3.654718442E1,-1.652311023E0,5.941332436E-1,-3.658321583E0,4.057886498E0
3.655716642E1,-1.348650789E0,6.188891852E-1,-3.413575262E0,3.722147074E0
3.656714842E1,-1.103632280E0,6.067582592E-1,-3.053625929E0,3.303148666E0
3.657713042E1,-7.015629673E-1,6.867402756E-1,-2.783296870E0,2.951363121E0
3.658711242E1,-3.270344791E-1,8.658925313E-1,-2.473529511E0,2.641035719E0
3.659709442E1,-8.605931997E-2,1.038447374E0,-1.999645427E0,2.254852764E0
3.660707642E1,3.899858952E-2,1.142656159E0,-1.394066259E0,1.802943349E0
3.661705842E1,-3.469050720E-2,1.199524131E0,-7.027470285E-1,1.390652710E0
3.662704042E1,-1.354886113E-1,1.111777013E0,1.673157370E-1,1.132430945E0
3.663702242E1,-2.061104049E-1,8.924266112E-1,9.393247890E-1,1.311959532E0
3.664700442E1,-5.940683395E-2,8.101133099E-1,1.661866397E0,1.849760165E0
3.665698642E1,2.813887748E-1,8.217732427E-1,2.422451159E0,2.573472464E0
3.666696942E1,8.425369978E-1,8.621321869E-1,3.499958518E0,3.701736096E0
3.667695142E1,1.567883515E0,6.968161976E-1,4.730185794E0,5.031746135E0
3.668693342E1,2.229613641E0,5.407800320E-1,5.734576644E0,6.176486811E0
3.669691542E1,2.618470877E0,4.622206432E-1,5.930171855E0,6.498998068E0
3.670689742E1,2.365125495E0,7.643117774E-1,5.173045136E0,5.739197425E0
3.671687942E1,1.710271110E0,1.445583445E0,3.399865295E0,4.071096018E0
3.672686142E1,1.306452164E0,2.025268803E0,2.171750033E0,3.244230138E0
3.673684342E1,7.943437348E-1,2.387595029E0,1.479588220E0,2.919036364E0
3.674682542E1,2.770427587E-1,2.262424561E0,1.206547807E0,2.578967854E0
3.675680742E1,-1.213869544E-1,1.620618676E0,6.888353330E-1,1.765115804E0
3.676678942E1,-1.993652616E0,1.549730541E0,2.484450940E0,3.542430236E0
3.677677142E1,-1.448320380E0,-3.219035473E-1,2.139278691E0,2.603414514E0
3.678675342E1,-2.185621383E0,-7.302081844E-1,1.981971048E0,3.039466081E0
3.679673642E1,-2.620235567E0,-1.440991041E0,1.719773127E0,3.449595515E0
3.680671842E1,-2.830664287E0,-1.586782885E0,1.429294564E0,3.545902308E0
3.681670042E1,-2.071190203E0,-1.358022267E0,9.809739214E-1,2.663899993E0
3.682668242E1,-4.345375854E-1,-7.738591111E-1,1.008896130E0,1.343708390E0
3.683666442E1,1.021782809E0,-2.955635950E-1,1.526379393E0,1.860438658E0
3.684664642E1,1.539702274E0,-3.659693339E-1,1.920774089E0,2.488772739E0
3.685662842E1,1.338782881E0,-6.965068799E-1,1.973603683E0,2.484466327E0
3.686661042E1,1.111882847E0,-1.047007405E0,1.776175954E0,2.342500585E0
3.687659242E1,8.765999526E-1,-1.403626749E0,1.778272181E0,2.429166004E0
3.688657442E1,4.350715823E-1,-1.865340438E0,1.802186124E0,2.629953813E0
3.689655642E1,-4.438752964E-2,-2.155268194E0,1.627477167E0,2.701080001E0
3.690653842E1,-5.664206573E-1,-2.322983296E0,1.136507519E0,2.647401197E0
3.691652042E1,-9.096808675E-1,-2.273802658E0,1.114648873E-1,2.451555063E0
3.692650342E1,-1.042037125E0,-2.036946277E0,-1.144726950E0,2.558396235E0
3.693648542E1,-1.098971318E0,-1.717801739E0,-2.241271673E0,3.030161627E0
3.694646742E1,-8.666731346E-1,-1.375383235E0,-3.003988330E0,3.415662052E0
3.695644942E1,-5.117747726E-1,-8.905326980E-1,-3.639381282E0,3.781541751E0
3.696643142E1,-1.704581769E-1,-4.807130474E-1,-3.983561259E0,4.016080344E0
3.697641342E1,-5.300018594E-2,-1.773352334E-1,-4.246157375E0,4.250189320E0
3.698639542E1,-2.534899548E-2,6.222226828E-2,-4.465420945E0,4.465926377E0
3.699637742E1,-1.139938080E-1,1.825337005E-1,-4.588503665E0,4.593547543E0
3.700635942E1,-2.364219323E-1,2.683032909E-1,-4.673377755E0,4.687039751E0
3.701634142E1,-3.089440709E-1,3.769840264E-1,-4.764972634E0,4.789835863E0
3.702632342E1,-2.911248274E-1,4.768380976E-1,-4.741572077E0,4.774372628E0
3.703630542E1,-3.044965325E-1,4.582883906E-1,-4.335275373E0,4.370052511E0
3.704628742E1,-4.299719332E-1,2.991146091E-1,-3.886112732E0,3.921252042E0
3.705626942E1,-5.264302339E-1,1.220085865E-1,-3.357044966E0,3.400259665E0
3.706625242E1,-5.907230012E-1,1.522965789E-2,-2.764187585E0,2.826644408E0
3.707623442E1,-6.821196596E-1,-7.654239178E-2,-2.435052493E0,2.529945970E0
3.708621642E1,-7.973720808E-1,-1.715526295E-1,-2.224443972E0,2.369258011E0
3.709619842E1,-8.146510416E-1,-2.261419424E-1,-1.888913780E0,2.069490702E0
3.710618042E1,-6.255500409E-1,-2.832780102E-1,-1.459372641E0,1.612863227E0
3.711616242E1,-2.633100611E-1,-3.459467134E-1,-6.735600668E-1,8.016822815E-1
3.712614442E1,-1.962091684E-2,-4.421930525E-1,3.899619216E-1,5.899067522E-1
3.713612642E1,6.066720128E-2,-4.963113722E-1,1.408198979E0,1.494332577E0
3.714610842E1,-8.436275035E-2,-4.349109301E-1,2.223674478E0,2.267375746E0
3.715609042E1,-4.332158223E-1,-2.183610526E-1,2.471247928E0,2.518416927E0
3.716607242E1,-7.587026896E-1,3.510492861E-2,2.530777845E0,2.642290414E0
3.717605442E1,-7.875247850E-1,1.407179224E-1,3.297996274E0,3.393637612E0
3.718603642E1,-7.823092148E-1,1.087438855E-1,4.259371498E0,4.331983206E0
3.719601842E1,-8.351065023E-1,2.909448794E-1,4.909011190E0,4.988029937E0
3.720600142E1,-3.091934547E-1,4.345463562E-1,5.200039392E0,5.227316789E0
3.721598342E1,4.723869047E-1,7.359250072E-1,5.224243357E0,5.296928700E0
3.722596542E1,1.346771055E0,1.019170858E0,5.352435374E0,5.612581041E0
3.723594742E1,2.363497192E0,1.130229656E0,5.228387278E0,5.848039978E0
3.724592942E1,3.010915234E0,1.275391462E0,4.558679942E0,5.610151223E0
3.725591142E1,3.274951812E0,1.103361700E0,3.232929043E0,4.732287672E0
3.726589342E1,3.222387390E0,7.299900833E-1,1.804023904E0,3.764461217E0
3.727587542E1,2.993853351E0,3.529434916E-1,4.079812860E-1,3.042067673E0
3.728585742E1,2.649621334E0,1.205801117E-1,-6.556079453E-1,2.732188602E0
3.729583942E1,2.400021824E0,-5.576460332E-2,-1.512686384E0,2.837504986E0
3.730582142E1,2.352618008E0,-2.488624683E-1,-1.901864778E0,3.035429732E0
3.731580342E1,2.296109639E0,-5.212895080E-1,-1.534407620E0,2.810385912E0
3.732578542E1,2.217623194E0,-8.369529068E-1,-8.034080154E-1,2.502759925E0
3.733576742E1,1.921401495E0,-1.089659627E0,-5.277767015E-1,2.271054833E0
3.734575042E1,1.441019693E0,-1.349639114E0,-4.751090759E-1,2.030712222E0
3.735573271E1,8.664715518E-1,-1.520619301E0,-3.909097552E-1,1.793283705E0
3.736571471E1,3.398270175E-1,-1.633041962E0,-3.462493068E-1,1.703583586E0
3.737569671E1,-1.412764777E-1,-1.514538197E0,-4.938488173E-1,1.599272224E0
3.738567871E1,-5.911119872E-1,-1.364812054E0,-1.076098765E0,1.835786991E0
3.739566071E1,-8.542967717E-1,-1.101385633E0,-1.855607455E0,2.320808548E0
3.740564271E1,-8.865299866E-1,-7.734629622E-1,-2.568326910E0,2.824974954E0
3.741562471E1,-8.481653814E-1,-4.078812987E-1,-3.058928769E0,3.200436983E0
3.742560671E1,-7.826384130E-1,-1.886528116E-1,-3.270474014E0,3.368102292E0
3.743558871E1,-8.292417450E-1,-7.807494700E-2,-3.091053371E0,3.201304190E0
3.744557071E1,-9.708940525E-1,-5.274100810E-2,-2.970466828E0,3.125554359E0
3.745555271E1,-1.000270025E0,5.994653195E-2,-3.017184327E0,3.179234966E0
3.746553471E1,-9.194885485E-1,1.718856284E-1,-3.129162015E0,3.265985115E0
3.747551671E1,-9.523915619E-1,2.906884789E-1,-3.411645681E0,3.553994334E0
3.748549971E1,-1.023121675E0,4.070062628E-1,-3.813701983E0,3.969477910E0
3.749548171E1,-1.191949356E0,4.735829526E-1,-4.228183034E0,4.418433642E0
3.750546371E1,-1.371254516E0,5.805086464E-1,-4.474847242E0,4.716098713E0
3.751544571E1,-1.525359639E0,6.760524425E-1,-4.593167989E0,4.886815027E0
3.752542771E1,-1.751262284E0,7.728653768E-1,-4.446902813E0,4.841403217E0
3.753540971E1,-1.953419825E0,7.465137300E-1,-3.855297321E0,4.385937664E0
3.754539171E1,-2.136940974E0,6.545688951E-1,-3.103896781E0,3.824807497E0
3.755537371E1,-2.224331120E0,6.385975179E-1,-2.421166525E0,3.349254106E0
3.756535571E1,-2.126384996E0,6.009619144E-1,-1.739606298E0,2.812276381E0
3.757533771E1,-2.041739094E0,4.280696878E-1,-5.874680024E-1,2.167270366E0
3.758531971E1,-2.003322595E0,1.135833335E-1,8.105486351E-1,2.164068317E0
3.759530171E1,-1.962508445E0,-1.951163238E-1,2.008556584E0,2.814926167E0
3.760528371E1,-1.947494695E0,-2.752146998E-1,2.755641879E0,3.385563599E0
3.761526571E1,-1.738372097E0,-3.095317161E-1,3.173094485E0,3.631291236E0
3.762524871E1,-1.119988550E0,-1.692865410E-1,3.622080540E0,3.795062545E0
3.763523071E1,-4.097231716E-2,1.158532226E-1,4.124244098E0,4.126074415E0
3.764521271E1,7.952515881E-1,6.325129053E-1,4.671963313E0,4.781185927E0
3.765519471E1,1.399181403E0,1.217545835E0,5.268334286E0,5.585290736E0
3.766517671E1,1.556592249E0,1.958783330E0,5.166433105E0,5.740369552E0
3.767515871E1,1.294683912E0,2.474817360E0,4.174175227E0,5.022416373E0
3.768514071E1,9.775596591E-1,2.727417077E0,3.468967690E0,4.519752607E0
3.769512271E1,7.248297693E-1,2.727961452E0,3.279263549E0,4.326744885E0
3.770510471E1,3.160557470E-1,2.480654928E0,3.046325095E0,3.941273486E0
3.771508671E1,-1.950857721E-1,1.984158199E0,2.628740342E0,3.299275376E0
3.772506871E1,-8.075464553E-1,1.244115583E0,1.771704589E0,2.310604252E0
3.773505071E1,-1.473434756E0,4.574996012E-1,1.150675907E0,1.924674234E0
3.774503271E1,-1.877699990E0,-3.483671683E-1,1.142704983E0,2.225509293E0
3.775501571E1,-1.963673356E0,-9.488551658E-1,1.495623624E0,2.644471440E0
3.776499771E1,-1.739658046E0,-1.335414593E0,2.023371089E0,2.983919036E0
3.777497971E1,-1.208783051E0,-1.402082207E0,2.529529465E0,3.134567002E0
3.778496171E1,-4.140610016E-1,-1.221921306E0,2.412246598E0,2.735593508E0
3.779494371E1,1.513646789E-1,-1.064307562E0,1.749318523E0,2.053235775E0
3.780492571E1,3.224049461E-1,-1.157634094E0,7.815160400E-1,1.433467462E0
3.781490771E1,3.489352984E-1,-1.230818722E0,-4.202043056E-2,1.280014174E0
3.782488971E1,4.579021090E-1,-1.266475335E0,-4.339423388E-1,1.414899314E0
3.783487171E1,6.812270822E-1,-1.235907261E0,-4.829449296E-1,1.491567263E0
3.784485371E1,8.309706205E-1,-1.191866618E0,-5.124798006E-1,1.540679640E0
3.785483571E1,5.938189557E-1,-1.234564302E0,-3.096030521E-1,1.404501341E0
3.786481771E1,1.047324032E-1,-1.309772213E0,-1.593606001E-1,1.323581477E0
3.787479971E1,-4.642924578E-1,-1.384708521E0,-1.963869238E-1,1.473619014E0
3.788478171E1,-7.787875830E-1,-1.398848550E0,-3.206092662E-1,1.632812808E0
3.789476471E1,-7.402294350E-1,-1.198253239E0,-5.838918453E-1,1.524690175E0
3.790474671E1,-3.338881467E-1,-7.105203170E-1,-1.133911940E0,1.379157969E0
3.791472871E1,2.094879028E-1,-2.224836320E-2,-2.077319840E0,2.087974590E0
3.792471071E1,5.376109873E-1,4.735233110E-1,-2.944525656E0,3.030425917E0
3.793469271E1,6.057884985E-1,7.395293771E-1,-3.454457824E0,3.584293831E0
3.794467471E1,5.513602763E-1,9.080673283E-1,-3.734534776E0,3.882696798E0
3.795465671E1,3.737860380E-1,1.002434518E0,-3.800236430E0,3.947959966E0
3.796463871E1,1.416305266E-1,9.814226952E-1,-3.848019876E0,3.973727052E0
3.797462071E1,-1.547217116E-2,9.622615157E-1,-3.832168660E0,3.951164796E0
3.798460271E1,-1.087918326E-2,1.018187795E0,-3.584191752E0,3.726024055E0
3.799458471E1,1.382831419E-1,1.003755697E0,-3.195911490E0,3.352685189E0
3.800456671E1,4.808296993E-2,8.929940835E-1,-2.868859761E0,3.005013600E0
3.801454871E1,-2.537429930E-1,7.923282726E-1,-2.769774014E0,2.892026571E0
3.802453071E1,-5.792645051E-1,6.531496297E-1,-2.729370339E0,2.865591432E0
3.803451371E1,-7.106306832E-1,5.104414612E-1,-2.313996418E0,2.473888816E0
3.804449571E1,-5.728096175E-1,3.611567831E-1,-1.492180783E0,1.638642295E0
3.805447771E1,-1.910509010E-1,2.981948420E-1,-3.750678939E-1,5.158454571E-1
3.806445971E1,2.830094768E-1,5.664373219E-2,1.272038376E0,1.304371307E0
3.807444171E1,5.477434811E-1,-1.971897465E-1,2.872533567E0,2.930930878E0
3.808442371E1,4.716997106E-1,-4.699994865E-1,4.048579373E0,4.102973931E0
3.809440571E1,1.164066616E-1,-6.852083051E-1,5.041074064E0,5.088761013E0
3.810438771E1,-2.513910967E-1,-5.788094455E-1,5.652615053E0,5.687730197E0
3.811436971E1,3.431146145E-3,-9.614108920E-2,6.028643644E0,6.029411171E0
3.812435171E1,5.735903670E-1,6.604976794E-1,6.410927002E0,6.470336013E0
3.813433371E1,1.153030727E0,9.804307151E-1,6.490335115E0,6.664471033E0
3.814431571E1,1.462591972E0,9.204274651E-1,6.688216002E0,6.907864741E0
3.815429771E1,1.584601581E0,8.140116486E-1,6.896721865E0,7.123085681E0
3.816427971E1,1.734826199E0,3.718744370E-1,6.793752982E0,7.021608941E0
3.817426271E1,1.630671647E0,-1.575298369E-1,6.422320887E0,6.627979424E0
3.818424471E1,1.545688946E0,-7.144171938E-1,5.627195452E0,5.879189987E0
3.819422671E1,1.569546024E0,-1.198064374E0,4.700924572E0,5.098776795E0
3.820420871E1,1.405464382E0,-1.384570088E0,3.538985758E0,4.051763154E0
3.821419071E1,9.797015673E-1,-1.296655739E0,1.975862462E0,2.558351761E0
3.822417271E1,7.038974681E-1,-1.201463945E0,1.841720903E-1,1.404601942E0
3.823415471E1,7.381513345E-1,-9.270655167E-1,-1.546545855E0,1.948363916E0
3.824413671E1,1.063725471E0,-6.477832013E-1,-2.633577159E0,2.913222204E0
3.825411871E1,1.581511328E0,-4.881062669E-1,-3.355506563E0,3.741503722E0
3.826410071E1,1.879535139E0,-3.858656546E-1,-3.796923398E0,4.254194628E0
3.827408271E1,1.999862651E0,-5.917224365E-1,-4.033280134E0,4.540587484E0
3.828406471E1,1.795592365E0,-9.446103796E-1,-3.714263064E0,4.232279625E0
3.829404671E1,1.305657966E0,-1.555933560E0,-2.785289601E0,3.447246746E0
3.830402871E1,6.748613647E-1,-2.173041391E0,-1.827193496E0,2.918249958E0
3.831401171E1,4.396959990E-2,-2.522097069E0,-1.255396616E0,2.817610267E0
3.832399371E1,-3.009626216E-1,-2.582063774E0,-1.154506418E0,2.844383396E0
3.833397571E1,-5.806659365E-1,-2.449871092E0,-1.632437945E0,3.000649087E0
3.834395771E1,-8.256348900E-1,-2.154468880E0,-2.540443293E0,3.431801459E0
3.835394008E1,-8.480784041E-1,-1.775166725E0,-3.559402481E0,4.066915281E0
3.836392208E1,-7.261987486E-1,-1.504589744E0,-4.203990179E0,4.523791369E0
3.837390408E1,-6.150749002E-1,-1.247378914E0,-4.619426665E0,4.824248543E0
3.838388608E1,-5.730921111E-1,-1.042512358E0,-4.814621342E0,4.959419850E0
3.839386808E1,-5.995123165E-1,-9.327694756E-1,-4.783689571E0,4.910515230E0
3.840385008E1,-8.403406374E-1,-8.083711320E-1,-4.879095080E0,5.016493305E0
3.841383208E1,-9.135942627E-1,-6.790535259E-1,-5.014910697E0,5.142479701E0
3.842381408E1,-9.440033656E-1,-5.142751881E-1,-5.021922094E0,5.135691077E0
3.843379608E1,-7.930328621E-1,-2.394665775E-1,-4.778589630E0,4.849862288E0
3.844377908E1,-7.230092387E-1,7.736187905E-2,-4.366290175E0,4.426422609E0
3.845376108E1,-7.924015821E-1,2.941418445E-1,-4.059970919E0,4.147021046E0
3.846374308E1,-7.322868696E-1,5.404695448E-1,-3.822199157E0,3.929065765E0
3.847372508E1,-5.553931741E-1,7.315527517E-1,-3.247178707E0,3.374581539E0
3.848370708E1,-2.439967078E-1,9.029989618E-1,-2.118242163E0,2.315575820E0
3.849368908E1,-1.759812375E-1,9.926095882E-1,-7.867452049E-1,1.278753771E0
3.850367108E1,-4.381936301E-1,8.028452209E-1,7.669091105E-1,1.193617899E0
3.851365308E1,-8.741629062E-1,5.016905183E-1,2.428046359E0,2.628928163E0
3.852363508E1,-1.123845520E0,3.217974204E-1,3.637583263E0,3.820810690E0
3.853361708E1,-1.066354599E0,3.612289962E-1,3.856345142E0,4.017336975E0
3.854359908E1,-3.638243560E-1,7.378618973E-1,3.704071952E0,3.794332269E0
3.855358108E1,7.195684446E-1,1.181074997E0,3.852286005E0,4.093021422E0
3.856356308E1,1.510704616E0,1.218466771E0,4.492276037E0,4.893611520E0
3.857354508E1,1.927673804E0,1.337237170E0,5.628896992E0,6.098246542E0
3.858352808E1,1.710084583E0,1.538524937E0,6.080422493E0,6.500998843E0
3.859351008E1,1.068031215E0,1.795002819E0,4.979255546E0,5.399602910E0
3.860349208E1,4.581463033E-1,1.937551213E0,3.363282191E0,3.908410141E0
3.861347408E1,1.336841971E-1,1.822709266E0,3.004629770E0,3.516808295E0
3.862345608E1,-3.439423610E-2,1.732738159E0,3.282528634E0,3.711948104E0
3.863343808E1,-5.696188650E-1,1.284325423E0,3.048899040E0,3.357043759E0
3.864342008E1,-1.167257880E0,8.646809882E-1,2.010150535E0,2.480094623E0
3.865340208E1,-1.605138026E0,6.321626571E-1,4.221274549E-1,1.776031896E0
3.866338408E1,-1.901557069E0,4.486287904E-1,-7.382805580E-1,2.088598875E0
3.867336608E1,-2.131887810E0,2.377492502E-1,-1.326383568E0,2.522055454E0
3.868334808E1,-2.039081242E0,1.900608212E-2,-1.681379725E0,2.642962603E0
3.869333008E1,-1.626175577E0,-7.339980572E-2,-1.287053441E0,2.075172547E0
3.870331208E1,-9.302673789E-1,-1.509792012E-1,-4.592572743E-1,1.048384166E0
3.871329508E1,-2.364681618E-1,-3.276437590E-1,8.962085903E-2,4.138834651E-1
3.872327708E1,3.864120770E-1,-5.182919329E-1,7.691620427E-1,1.004764186E0
3.873325908E1,7.929236653E-1,-7.705463710E-1,1.304447739E0,1.709986419E0
3.874324108E1,1.045644565E0,-9.766808957E-1,1.848059869E0,2.337221301E0
