"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.561562174E2,1.286703193E-1,1.353879515E0,-1.266799271E-2,1.360039069E0
1.561662304E2,4.614663523E-1,1.334187262E0,2.162768126E-1,1.428209545E0
1.561762424E2,3.705767937E-1,1.016838988E0,3.819500667E-1,1.147682247E0
1.561862544E2,1.359837243E-1,6.485532796E-1,-8.133009195E-2,6.676282751E-1
1.561962664E2,7.298143744E-2,3.693621808E-1,-6.249936783E-1,7.296381355E-1
1.562062784E2,1.390567285E-1,2.359936237E-1,-1.114640102E0,1.147803259E0
1.562162904E2,5.852381667E-1,3.980404347E-1,-1.628812671E0,1.775942177E0
1.562263024E2,1.183670576E0,3.713835633E-1,-1.797907131E0,2.184369894E0
1.562363144E2,8.664968410E-1,3.298905516E-1,-1.408438715E0,1.686221861E0
1.562463264E2,4.629445285E-2,3.202590179E-1,-1.036314309E0,1.085659414E0
1.562563384E2,-6.019363528E-1,9.152178884E-2,-1.101673609E0,1.258724891E0
1.562663504E2,-7.887972853E-1,-2.628919852E-1,-1.414086248E0,1.640412530E0
1.562763624E2,-5.689250198E-1,-4.580661964E-1,-1.870834482E0,2.008363009E0
1.562863744E2,-3.444194207E-1,-4.384008408E-1,-2.290043592E0,2.356930140E0
1.562963874E2,-1.880844623E-1,-3.002556932E-1,-2.348604918E0,2.375178795E0
1.563063994E2,-2.968888664E-1,1.117110550E-2,-2.181854607E0,2.201989400E0
1.563164114E2,-5.292151165E-1,3.432584560E-1,-1.951361459E0,2.050781936E0
1.563264234E2,-8.018020776E-1,5.341729707E-1,-1.634460789E0,1.897284746E0
1.563364354E2,-8.833485165E-1,7.024809802E-1,-1.352313923E0,1.761402020E0
1.563464474E2,-1.015086870E0,9.154394978E-1,-1.226340632E0,1.836393796E0
1.563564594E2,-1.294523552E0,9.807967508E-1,-1.136506934E0,1.982271804E0
1.563664714E2,-1.466667627E0,1.015520441E0,-7.977169204E-1,1.954161708E0
1.563764834E2,-1.213866182E0,1.090366555E0,-5.813477218E-1,1.732147657E0
1.563864954E2,-6.587315279E-1,1.702301062E0,-5.271492952E-1,1.899905922E0
1.563965074E2,-4.626922211E-1,2.069475215E0,1.605803293E-1,2.126640026E0
1.564065194E2,-6.250701307E-1,1.895904127E0,1.482560359E0,2.486594125E0
1.564165314E2,-6.632455784E-1,1.659554992E0,2.282371460E0,2.898833723E0
1.564265444E2,-6.461000803E-1,1.584024754E0,2.448960096E0,2.987304016E0
1.564365564E2,-6.020848721E-1,1.145045038E0,2.243243355E0,2.589551135E0
1.564465684E2,-2.926701003E-1,5.387548488E-1,1.720023388E0,1.826032045E0
1.564565804E2,4.670551211E-2,3.136797309E-2,9.864197257E-1,9.880228893E-1
1.564665924E2,2.426556489E-1,-5.689206344E-1,1.994499877E-1,6.498713332E-1
1.564766044E2,4.377538463E-1,-9.723598033E-1,-4.782379210E-1,1.168684528E0
1.564866164E2,3.616368395E-1,-1.113044397E0,-6.660499030E-1,1.346577701E0
1.564966284E2,2.806838930E-1,-1.030157776E0,-3.515579939E-1,1.124100313E0
1.565066404E2,4.169678718E-1,-8.863981318E-1,1.286820138E-1,9.879893293E-1
1.565166524E2,5.256950927E-1,-7.320678914E-1,7.453884333E-2,9.043421737E-1
1.565266644E2,3.538138497E-1,-3.474526638E-1,3.325425562E-1,5.970696320E-1
1.565366764E2,3.476818746E-1,1.638296270E-1,1.091347426E0,1.157048848E0
1.565466894E2,7.821001768E-1,8.929522759E-1,1.949082214E0,2.282096828E0
1.565567014E2,1.726731606E0,1.408364455E0,2.352007998E0,3.239912669E0
1.565667134E2,2.636252260E0,1.289841394E0,2.120089883E0,3.620538346E0
1.565767254E2,3.419543515E0,9.705120832E-1,1.487759703E0,3.853388183E0
1.565867374E2,3.890301385E0,5.520479089E-1,5.353348124E-1,3.965575005E0
1.565967494E2,3.794407633E0,1.772916716E-1,-1.639769769E-1,3.802084964E0
1.566067614E2,3.392194333E0,-2.081409967E-1,-2.480078977E-1,3.407611038E0
1.566167734E2,2.843403323E0,-3.083184189E-1,-1.365324855E-3,2.860070728E0
1.566267854E2,2.276430396E0,-7.964024663E-2,2.049250281E-1,2.287022559E0
1.566367969E2,1.742773735E0,7.676926374E-2,1.020467770E-1,1.747445952E0
1.566468089E2,1.062009898E0,3.044645190E-2,7.128925323E-3,1.062470156E0
1.566568209E2,1.105751165E0,-2.345639795E-1,2.116364622E-1,1.149998213E0
1.566668329E2,1.401602150E0,-7.449949157E-1,6.136711299E-2,1.588481015E0
1.566768459E2,1.788635201E0,-8.543483734E-1,-1.365050036E-1,1.986897240E0
1.566868579E2,1.232716143E0,-4.062896866E-1,-3.378111899E-2,1.298384213E0
1.566968699E2,6.144119722E-1,-1.239633692E0,1.802380836E-1,1.395234578E0
1.567068819E2,1.579596072E-1,-3.215862190E0,-1.424510372E-1,3.222888946E0
1.567168939E2,-9.881738904E-1,-4.319004326E0,-1.309558790E0,4.620089851E0
1.567269059E2,-1.150177432E0,-3.678216734E0,-3.308863909E0,5.079445524E0
1.567369179E2,1.763103627E0,-2.378039217E-1,-1.554006903E0,2.362207137E0
1.567469299E2,6.951161197E0,7.589839114E0,1.219205275E0,1.036391631E1
1.567569419E2,8.278912429E0,9.812335378E0,-1.600623829E0,1.293770896E1
1.567669539E2,3.125959495E0,4.941998842E0,-2.697981316E-1,5.853867640E0
1.567769659E2,-2.933349288E0,-4.906240779E-1,1.906683469E0,3.532802270E0
1.567869779E2,-2.728778601E0,-1.784481339E0,7.402598405E-1,3.343439985E0
1.567969909E2,-1.305625952E0,-1.421249964E0,-3.145842952E-1,1.955396090E0
1.568070029E2,6.580013569E-1,3.080096859E-1,-9.062348109E-1,1.161506472E0
1.568170149E2,1.406355206E0,1.060831684E0,-1.681989589E0,2.435628832E0
1.568270269E2,1.336492234E0,5.972509789E-1,-2.492692591E0,2.890750176E0
1.568370389E2,1.297232859E0,6.334265327E-1,-2.843049567E0,3.188569131E0
1.568470509E2,1.831799347E0,1.126660223E0,-2.266755009E0,3.124584833E0
1.568570629E2,2.265633805E0,1.463066912E0,-1.030526150E0,2.887151793E0
1.568670749E2,1.837228926E0,1.675000412E0,-7.082030654E-2,2.487177521E0
1.568770869E2,1.339518169E0,2.094705366E0,4.580252659E-1,2.528218076E0
1.568870989E2,9.174547407E-1,2.010048208E0,7.555456316E-1,2.335137298E0
1.568971109E2,8.379092190E-1,1.784467306E0,1.230474613E0,2.323893973E0
1.569071229E2,1.200282223E0,7.786620140E-1,2.092648900E0,2.534989421E0
1.569171359E2,2.031803359E0,-7.019418669E-1,2.210777859E0,3.083583308E0
1.569271479E2,3.045467601E0,-1.627957224E0,1.310918852E0,3.693727909E0
1.569371599E2,3.814874935E0,-2.451269746E0,-8.282113194E-2,4.535289789E0
1.569471719E2,4.061552883E0,-4.387251273E0,-2.664611256E0,6.545558701E0
1.569571839E2,2.779680952E0,-3.000334405E0,-4.224649562E0,5.880161278E0
1.569671959E2,-9.413025367E-1,1.124629485E0,-4.277318357E0,4.521757874E0
1.569772079E2,-2.718667595E0,2.347856475E0,-2.585771493E0,4.426036346E0
1.569872199E2,-1.551795486E0,1.787208481E0,-1.328604341E0,2.714290492E0
1.569972319E2,-9.240936694E-1,5.569677562E-1,-1.758385216E0,2.063027086E0
1.570072439E2,-4.885195919E-1,4.164638418E-1,-5.221370620E-1,8.274784799E-1
1.570172559E2,-6.318121165E-1,9.536013508E-1,2.267901063E-1,1.166180020E0
1.570272679E2,-2.878180808E-1,1.035498623E0,6.977909285E-1,1.281408922E0
1.570372809E2,-3.943391472E-2,1.115724176E0,1.173691717E0,1.619860400E0
1.570472929E2,7.765179131E-1,1.284171934E0,1.127422700E0,1.877008143E0
1.570573049E2,5.536441988E-1,6.031625140E-1,9.687105560E-1,1.268356046E0
1.570673169E2,-5.053622773E-1,3.636535442E-1,-4.065849710E-1,7.436035706E-1
1.570773289E2,-4.285775185E-1,1.026467013E-1,-1.938387072E-1,4.814441598E-1
1.570873409E2,8.295006305E-2,2.260627127E-1,1.257118621E0,1.279973550E0
1.570973529E2,1.230509989E0,-1.092482078E-1,1.841356037E0,2.217359253E0
1.571073649E2,1.952128614E0,-3.436396945E-1,2.179977066E0,2.946386664E0
1.571173769E2,3.812138438E0,-2.869673109E-1,4.135960749E0,5.632132902E0
1.571273889E2,1.286723951E0,-4.200417531E-1,1.175547039E0,1.792764469E0
1.571374009E2,2.950113986E-1,-1.251654398E0,9.304586560E-1,1.587269280E0
1.571474129E2,2.554408783E-1,-1.183435518E0,2.586557944E0,2.855880191E0
1.571574249E2,-2.959765546E-2,-8.858362144E-1,2.211054432E0,2.382088059E0
1.571674379E2,1.607029016E-1,-9.627750474E-1,9.745899314E-1,1.379342868E0
1.571774499E2,1.488715723E-1,-7.326993906E-1,-4.807779515E-1,8.889086459E-1
1.571874619E2,1.917313707E-1,-3.563807774E-1,-1.378057752E0,1.436249054E0
1.571974739E2,3.568772060E-1,-1.419002295E-2,-1.519701873E0,1.561107453E0
1.572074859E2,5.124944186E-1,2.985243326E-1,-1.249638863E0,1.383244228E0
1.572174979E2,5.970682535E-1,4.389762068E-1,-7.628265846E-1,1.063529505E0
1.572275099E2,4.860089071E-1,4.330102926E-1,2.728252351E-2,6.514958998E-1
1.572375219E2,2.725893000E-1,6.933628321E-2,7.677645582E-1,8.176642731E-1
1.572475339E2,1.956394304E-2,-4.567628521E-1,1.156962249E0,1.244016357E0
1.572575459E2,-1.320646280E-1,-1.028078506E0,1.079890684E0,1.496846809E0
1.572675579E2,-9.723217964E-2,-1.474677143E0,6.470107841E-1,1.613303979E0
1.572775699E2,2.371350002E-1,-1.734577693E0,1.036892599E-1,1.753779987E0
1.572875829E2,5.968697405E-1,-1.801596140E0,-1.909823424E-1,1.907479067E0
1.572975949E2,7.222179642E-1,-1.709100789E0,-1.776442587E-1,1.863915711E0
1.573076069E2,7.132038966E-1,-1.709888994E0,7.444674969E-2,1.854163555E0
1.573176189E2,5.186907130E-1,-1.840603500E0,4.065937418E-1,1.955039583E0
1.573276309E2,1.738923928E-1,-1.959581475E0,7.320790011E-1,2.099080223E0
1.573376429E2,-2.091587046E-1,-2.026075426E0,7.628768706E-1,2.175019567E0
1.573476549E2,-5.187652650E-1,-2.202035102E0,4.346282172E-1,2.303687843E0
1.573576669E2,-7.186157870E-1,-2.205735220E0,-1.259028322E-1,2.323258065E0
1.573676789E2,-5.238809940E-1,-2.027298079E0,-6.740857315E-1,2.199722794E0
1.573776909E2,-1.607215213E-1,-1.693662971E0,-1.070198924E0,2.009888405E0
1.573877029E2,2.198085308E-1,-1.268657516E0,-1.264605396E0,1.804725600E0
1.573977149E2,7.160181615E-1,-7.992465520E-1,-1.442786429E0,1.798085020E0
1.574077279E2,1.141102261E0,-3.128722304E-1,-1.676728265E0,2.052174719E0
1.574177399E2,1.302233983E0,1.274272013E-1,-1.898518417E0,2.305737022E0
1.574277519E2,1.268127174E0,3.157613397E-1,-2.091303456E0,2.466049857E0
1.574377639E2,1.031504682E0,2.997896701E-1,-2.103891926E0,2.362252525E0
1.574477759E2,7.586054796E-1,1.095388144E-1,-1.979046271E0,2.122287720E0
1.574577879E2,5.757101288E-1,-9.058798850E-2,-1.633284622E0,1.734147339E0
1.574677999E2,6.451803133E-1,-1.176892483E-1,-1.097962089E0,1.278917176E0
1.574778119E2,8.672955707E-1,-5.801198065E-2,-6.426633793E-1,1.081010276E0
1.574878239E2,1.018062518E0,2.677498519E-2,-3.248350489E-1,1.068964920E0
1.574978359E2,1.121162963E0,1.140481871E-1,-3.135335505E-2,1.127384767E0
1.575078479E2,1.234108658E0,1.002692235E-1,1.538414133E-1,1.247695987E0
1.575178599E2,1.179340712E0,1.471387500E-1,2.157710284E-1,1.207912027E0
1.575278719E2,1.075251211E0,1.944643593E-1,1.347888458E-1,1.100976651E0
1.575378849E2,9.175789940E-1,1.570743388E-1,-7.398832798E-2,9.338617836E-1
1.575478969E2,7.722397247E-1,1.469861376E-1,-2.251172179E-1,8.177021945E-1
1.575579089E2,6.551539090E-1,1.809958827E-1,-2.509028542E-1,7.245263255E-1
1.575679209E2,5.228700104E-1,2.570447695E-1,-6.869718254E-2,5.866722801E-1
1.575779329E2,4.816369075E-1,3.755210531E-1,4.223145658E-1,7.425225683E-1
1.575879449E2,7.374236485E-1,4.696086001E-1,9.997890919E-1,1.328120515E0
1.575979569E2,1.157392604E0,4.524037528E-1,1.385980729E0,1.861496542E0
1.576079689E2,1.233657253E0,5.562865555E-1,1.478315281E0,2.004190864E0
1.576179809E2,1.167428765E0,6.373663867E-1,1.452437843E0,1.969441931E0
1.576279929E2,1.204476723E0,3.762519550E-1,1.174026763E0,1.723562749E0
1.576380058E2,1.042478736E0,2.199886250E-1,7.834380198E-1,1.322471944E0
1.576480178E2,8.597631875E-1,8.949222028E-2,5.280749094E-1,1.012948521E0
1.576580307E2,7.906775305E-1,-5.597481072E-2,3.960301620E-1,8.860835321E-1
1.576680427E2,5.513196382E-1,-5.556199729E-2,4.961309856E-1,7.437650394E-1
1.576780547E2,3.161740800E-1,6.049061537E-2,7.616331679E-1,8.268677317E-1
1.576880668E2,3.184400953E-1,1.953192222E-1,9.356480598E-1,1.007467610E0
1.576980788E2,3.574094488E-1,2.920713454E-1,9.948160350E-1,1.096679592E0
1.577080908E2,3.434582115E-1,4.411665738E-1,1.077623134E0,1.214027639E0
1.577181028E2,6.670475842E-1,4.923127538E-1,1.285068312E0,1.529289015E0
1.577281148E2,1.055481482E0,6.018837279E-1,1.673519897E0,2.068084628E0
1.577381267E2,1.290348201E0,6.613703763E-1,2.132151520E0,2.578464535E0
1.577481387E2,1.315335254E0,5.958862388E-1,2.553334064E0,2.933377249E0
1.577581508E2,1.137071337E0,4.842459351E-1,2.791872981E0,3.053191788E0
1.577681628E2,7.659010506E-1,2.348709583E-1,2.860741487E0,2.970792932E0
1.577781748E2,3.400967203E-1,-9.414660394E-2,2.689875321E0,2.712924364E0
1.577881878E2,1.185309550E-1,-3.135943615E-1,2.310560594E0,2.334755077E0
1.577981998E2,9.585252911E-2,-4.175408989E-1,1.789340376E0,1.839909533E0
1.578082118E2,1.720825334E-1,-3.695516306E-1,1.264175041E0,1.328276831E0
1.578182237E2,2.909270453E-1,-1.969681370E-1,8.129360533E-1,8.856071473E-1
1.578282357E2,4.429966061E-1,7.231251597E-3,3.844333792E-1,5.865895558E-1
1.578382478E2,4.201700994E-1,1.187592888E-1,-1.140359080E-1,4.512769321E-1
1.578482598E2,2.371275450E-1,5.580991924E-2,-6.068187779E-1,6.538908540E-1
1.578582718E2,2.738104910E-3,-1.253958786E-1,-1.031261145E0,1.038860517E0
1.578682838E2,-2.535083735E-1,-4.741624117E-1,-1.337337742E0,1.441377370E0
1.578782958E2,-1.699034223E-1,-8.010398930E-1,-1.597925339E0,1.795521505E0
1.578883077E2,-1.386782674E-1,-1.109397488E0,-1.862983718E0,2.172717833E0
1.578983197E2,-1.595763624E-1,-1.216778095E0,-1.958019099E0,2.310812052E0
1.579083327E2,8.309595108E-2,-1.227750396E0,-1.843480915E0,2.216460659E0
1.579183448E2,3.640134403E-1,-1.198963383E0,-1.615445936E0,2.044427683E0
1.579283568E2,5.034588625E-1,-1.135405319E0,-1.345990452E0,1.831476552E0
1.579383688E2,4.867178455E-1,-1.100569947E0,-1.021817892E0,1.578689416E0
1.579483808E2,3.380993114E-1,-1.079141071E0,-6.818549269E-1,1.320523660E0
1.579583928E2,1.179130505E-1,-1.112461429E0,-3.542202312E-1,1.173433377E0
1.579684047E2,-4.097567931E-2,-1.165287514E0,-2.556946474E-1,1.193714267E0
1.579784167E2,-8.701270849E-2,-1.245179191E0,-4.290546513E-1,1.319897846E0
1.579884288E2,-2.823225752E-2,-1.286682728E0,-7.316913307E-1,1.480446455E0
1.579984408E2,3.653062597E-2,-1.216790959E0,-1.043177186E0,1.603163550E0
1.580084528E2,7.442964658E-2,-1.080375418E0,-1.256119916E0,1.658489693E0
1.580184648E2,5.737112582E-2,-8.924868375E-1,-1.422457414E0,1.680240845E0
1.580284778E2,-1.069886975E-1,-7.475290990E-1,-1.549280598E0,1.723518699E0
1.580384898E2,-3.256217918E-1,-5.840345174E-1,-1.591158357E0,1.725952139E0
1.580485017E2,-6.196557552E-1,-3.910652912E-1,-1.509707812E0,1.678130804E0
1.580585137E2,-8.266331559E-1,-2.352820176E-1,-1.383223767E0,1.628492552E0
1.580685258E2,-8.752819902E-1,-1.108146769E-1,-1.311770207E0,1.580866702E0
1.580785378E2,-7.205786973E-1,-4.093050957E-4,-1.293584197E0,1.480740997E0
1.580885498E2,-4.850896883E-1,1.693453056E-1,-1.265999372E0,1.366288494E0
1.580985618E2,-3.816050810E-1,4.739378786E-1,-1.126620462E0,1.280434776E0
1.581085738E2,-3.977036351E-1,6.770379907E-1,-7.233514470E-1,1.067607577E0
1.581185857E2,1.822749612E-1,1.191522802E0,-1.353086632E-1,1.212954732E0
1.581285977E2,2.549988288E-1,1.784669620E0,6.937926024E-1,1.931687922E0
1.581386098E2,1.864142051E-1,1.954797868E0,1.567846677E0,2.512792901E0
1.581486218E2,3.085423672E-1,2.161478230E0,2.344790195E0,3.203939386E0
1.581586348E2,3.321738893E-1,2.032745930E0,2.759533201E0,3.443460323E0
1.581686468E2,2.288977352E-1,1.749874594E0,2.731555443E0,3.252053260E0
1.581786588E2,9.403726101E-2,1.441195986E0,2.401780082E0,2.802576750E0
1.581886708E2,3.338000000E-2,1.247547898E0,1.940932950E0,2.307533466E0
1.581986827E2,1.998437977E-1,1.138425990E0,1.458400834E0,1.860882659E0
1.582086947E2,4.177794653E-1,1.126840902E0,1.260951471E0,1.741926724E0
1.582187068E2,4.986245307E-1,1.038170215E0,1.428221599E0,1.834731794E0
1.582287188E2,6.168213174E-1,7.606104898E-1,1.555370473E0,1.837981002E0
1.582387308E2,6.506158850E-1,4.638467538E-1,1.353832737E0,1.572042595E0
1.582487428E2,4.667267999E-1,2.183221686E-1,8.175044829E-1,9.663395131E-1
1.582587548E2,3.746942568E-1,-5.724658012E-2,-3.059847951E-3,3.790545075E-1
1.582687667E2,3.095056960E-1,-3.405149424E-1,-8.716420984E-1,9.856491006E-1
1.582787797E2,6.567613086E-1,-5.764389843E-1,-1.588213699E0,1.812743797E0
1.582887917E2,5.709613127E-1,-6.059913969E-1,-2.128097060E0,2.285173843E0
1.582988038E2,1.283735731E-1,-4.818801516E-1,-2.359434546E0,2.411559585E0
1.583088158E2,-3.165360957E-2,-5.910628706E-1,-1.986831254E0,2.073127034E0
1.583188278E2,-1.675712603E-1,-8.332960582E-1,-1.061871904E0,1.360159692E0
1.583288398E2,-3.160341123E-1,-1.035350688E0,-2.601853091E-1,1.113339572E0
1.583388518E2,-3.969671783E-1,-1.214167314E0,2.654010254E-1,1.304692650E0
1.583488637E2,-4.836799246E-1,-1.206422092E0,5.855144477E-1,1.425562240E0
1.583588757E2,-3.386555278E-1,-1.194552829E0,7.198495495E-1,1.435209880E0
1.583688877E2,-2.323060772E-1,-1.090447832E0,7.265545517E-1,1.330760724E0
1.583788998E2,-3.877791560E-1,-1.008151195E0,6.530942273E-1,1.262249411E0
1.583889118E2,-5.821426508E-1,-1.007578168E0,6.616913885E-1,1.338633379E0
1.583989248E2,-8.762087739E-1,-9.727527362E-1,8.298315829E-1,1.550035534E0
1.584089368E2,-1.139369146E0,-1.001537409E0,1.054749995E0,1.847630046E0
1.584189488E2,-1.289417178E0,-9.982910353E-1,1.192129158E0,2.019988510E0
1.584289607E2,-1.163958442E0,-9.485160273E-1,1.088367392E0,1.854460970E0
1.584389727E2,-9.052773294E-1,-7.576944834E-1,7.877971190E-1,1.419243557E0
1.584489847E2,-6.408644834E-1,-5.464217180E-1,2.951101434E-1,8.923978803E-1
1.584589968E2,-1.700443402E-1,-4.134659743E-1,-2.357708448E-1,5.054276217E-1
1.584690088E2,2.909685606E-1,-1.425808454E-1,-6.397637451E-1,7.171399098E-1
1.584790208E2,5.651936191E-1,5.406394064E-2,-8.962957138E-1,1.060996109E0
1.584890328E2,6.414608994E-1,7.461573422E-2,-9.741893971E-1,1.168796208E0
1.584990448E2,4.716799763E-1,-1.143288535E-1,-8.686530018E-1,9.950432776E-1
1.585090567E2,6.795166254E-2,-4.771977013E-1,-6.221022302E-1,7.869855522E-1
1.585190697E2,-3.358971038E-1,-1.021164173E0,-4.799809760E-1,1.177278587E0
1.585290818E2,-6.288171726E-1,-1.622299458E0,-4.980880487E-1,1.809795091E0
1.585390938E2,-7.262490347E-1,-2.033811877E0,-6.936130929E-1,2.268243271E0
1.585491058E2,-3.755318704E-1,-2.282627276E0,-8.853263372E-1,2.476936452E0
1.585591178E2,1.631285459E-1,-2.274869775E0,-8.669473690E-1,2.439926465E0
1.585691298E2,2.258633226E-1,-1.977511961E0,-5.208711398E-1,2.057395087E0
1.585791418E2,-5.636482000E-2,-1.834340547E0,1.473673761E-2,1.835265487E0
1.585891537E2,-4.833290917E-1,-1.940013767E0,6.615937400E-1,2.105936064E0
1.585991657E2,-8.102679688E-1,-2.191203135E0,1.200820459E0,2.626761340E0
1.586091778E2,-1.012151275E0,-2.389313233E0,1.370559282E0,2.934569931E0
1.586191898E2,-1.119298286E0,-2.526557910E0,1.176068611E0,3.003241732E0
1.586292018E2,-1.269917006E0,-2.616493349E0,6.546203506E-1,2.981149854E0
1.586392147E2,-1.232614110E0,-2.597099304E0,-2.648788691E-4,2.874763018E0
1.586492267E2,-8.691517693E-1,-2.332388250E0,-4.665797424E-1,2.532421056E0
1.586592387E2,-4.215950659E-1,-1.856500910E0,-6.761825430E-1,2.020287321E0
1.586692507E2,-3.212322870E-1,-1.385531078E0,-7.421642786E-1,1.604273782E0
1.586792627E2,-5.566075677E-1,-1.153624658E0,-7.290834725E-1,1.473846853E0
1.586892747E2,-1.039620910E0,-9.912533265E-1,-6.484111923E-1,1.576017724E0
1.586992867E2,-1.481806068E0,-9.088368219E-1,-5.631500173E-1,1.827257928E0
1.587092987E2,-1.709812980E0,-8.299953049E-1,-3.264991665E-1,1.928459058E0
1.587193107E2,-1.735279359E0,-5.610356641E-1,-2.667909086E-2,1.823915361E0
1.587293227E2,-1.630371539E0,-1.033577228E-1,2.749676549E-1,1.656623489E0
1.587393347E2,-1.391412792E0,4.630626422E-1,5.100175381E-1,1.552602479E0
1.587493467E2,-9.198626241E-1,1.072240187E0,7.449785435E-1,1.597134714E0
1.587593587E2,-5.094626373E-1,1.731705540E0,9.667581707E-1,2.047676151E0
1.587693717E2,-3.507563406E-1,2.258437344E0,1.140532157E0,2.554287151E0
1.587793837E2,-3.291947329E-1,2.382827502E0,1.203249977E0,2.689618297E0
1.587893957E2,-5.343320149E-1,2.371738842E0,1.199452795E0,2.710967142E0
1.587994077E2,-7.564095578E-1,2.303532241E0,1.280437902E0,2.741885742E0
1.588094197E2,-6.413921946E-1,2.189548373E0,1.557516986E0,2.762492568E0
1.588194317E2,-4.315186679E-1,2.160305278E0,1.828091628E0,2.862699121E0
1.588294437E2,-2.106123224E-1,2.146412294E0,2.027538984E0,2.960127973E0
1.588394557E2,8.904139996E-3,2.150526395E0,2.209610170E0,3.083378044E0
1.588494677E2,2.378533307E-1,2.059691654E0,2.451661509E0,3.210848497E0
1.588594797E2,3.355331147E-1,1.927449270E0,2.674714660E0,3.313871101E0
1.588694917E2,5.344431120E-1,1.618829135E0,2.688973680E0,3.183836783E0
1.588795037E2,7.165502581E-1,1.275960689E0,2.632795971E0,3.012164434E0
1.588895167E2,7.834295413E-1,9.715347612E-1,2.670580094E0,2.947819478E0
1.588995287E2,8.371023032E-1,5.841590631E-1,2.767201239E0,2.949471949E0
1.589095407E2,7.975067130E-1,1.974943864E-1,2.725405342E0,2.846551469E0
1.589195527E2,8.010778999E-1,-2.006442815E-1,2.456060370E0,2.591180516E0
1.589295647E2,8.115335986E-1,-4.445380783E-1,2.091267788E0,2.286832273E0
1.589395767E2,1.007588693E0,-4.896125096E-1,1.734326847E0,2.064665832E0
1.589495887E2,1.367676020E0,-3.259278935E-1,1.495225428E0,2.052429236E0
1.589596007E2,1.834804816E0,-2.154114246E-2,1.251621653E0,2.221154992E0
1.589696127E2,2.230129512E0,2.496948195E-1,8.492349833E-1,2.399380170E0
1.589796247E2,2.381646949E0,4.183279341E-1,2.448977637E-1,2.430476366E0
1.589896367E2,2.326465313E0,5.005602515E-1,-5.041241294E-1,2.432517740E0
1.589996487E2,2.106621991E0,4.060879576E-1,-1.080605214E0,2.402180524E0
1.590096617E2,2.235992222E0,-4.216076374E-2,-1.396703353E0,2.636706090E0
1.590196737E2,2.300882868E0,7.939817190E-2,-1.416397945E0,2.703062925E0
1.590296857E2,1.283064179E0,-3.215097374E-1,-7.191537309E-1,1.505591009E0
1.590396977E2,3.555072910E0,-1.286759911E0,1.538267952E-1,3.783907656E0
1.590497097E2,3.103288670E0,-8.980188882E-1,1.013024265E0,3.385713611E0
1.590597217E2,2.351770308E0,-5.320860994E-1,1.487682520E0,2.833220514E0
1.590697337E2,2.405531948E0,-9.718317997E-1,1.724867222E0,3.115478764E0
1.590797457E2,2.215098367E0,-1.321137446E0,1.799885244E0,3.145099652E0
1.590897577E2,2.006964094E0,-1.530467767E0,1.580557355E0,2.977985563E0
1.590997697E2,1.907575169E0,-1.713021932E0,1.142828944E0,2.807017129E0
1.591097817E2,1.740442158E0,-1.755827059E0,7.546656257E-1,2.584876742E0
1.591197937E2,1.521655135E0,-1.725166014E0,5.957388890E-1,2.376244296E0
1.591298067E2,1.173970337E0,-1.663653890E0,7.857868463E-1,2.182524132E0
1.591398187E2,8.836718675E-1,-1.679199298E0,1.042300689E0,2.164942719E0
1.591498307E2,6.989054078E-1,-1.828367032E0,9.667172402E-1,2.183102607E0
1.591598427E2,4.661733609E-1,-1.911793351E0,5.018828917E-1,2.030802269E0
1.591698547E2,2.591206773E-1,-1.874432566E0,-6.566598594E-2,1.893397209E0
1.591798667E2,1.555685346E-1,-1.792793157E0,-5.181311345E-1,1.872636842E0
1.591898787E2,1.538821976E-1,-1.705144563E0,-8.250462216E-1,1.900499666E0
1.591998907E2,1.237912564E-1,-1.521539068E0,-8.548909950E-1,1.749641113E0
1.592099027E2,6.664583310E-2,-1.391431503E0,-7.741386080E-1,1.593679353E0
1.592199147E2,-2.438025802E-2,-1.430659888E0,-6.411992365E-1,1.567966382E0
1.592299267E2,-1.808084795E-1,-1.493484712E0,-4.836904496E-1,1.580235661E0
1.592399387E2,-2.395260729E-1,-1.578002706E0,-3.755818641E-1,1.639672838E0
1.592499517E2,-1.861092728E-1,-1.620938811E0,-4.266648942E-1,1.686452555E0
1.592599637E2,-1.452837208E-1,-1.634319579E0,-5.580834049E-1,1.733079609E0
1.592699757E2,-1.515481353E-2,-1.687179578E0,-6.772940987E-1,1.818112178E0
1.592799877E2,1.615440966E-1,-1.742042833E0,-7.295284456E-1,1.895526703E0
1.592899997E2,2.537269132E-1,-1.742459739E0,-6.497332478E-1,1.876884808E0
1.593000117E2,2.691265789E-1,-1.766132777E0,-4.579036438E-1,1.844269462E0
1.593100237E2,2.446406324E-1,-1.823195170E0,-1.010568434E-1,1.842308918E0
1.593200357E2,1.864795478E-1,-1.832845999E0,3.916581988E-1,1.883479552E0
1.593300477E2,2.289272636E-1,-1.937248619E0,8.502184850E-1,2.127959440E0
1.593400597E2,2.891936383E-1,-2.067361447E0,1.146994500E0,2.381850687E0
1.593500717E2,2.583926989E-1,-2.152427325E0,1.168267840E0,2.462632722E0
1.593600837E2,1.709632301E-1,-2.149347596E0,9.388190049E-1,2.351659975E0
1.593700967E2,1.963229699E-1,-2.071789543E0,6.454659498E-1,2.178871477E0
