"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.804179188E1,3.450765015E-1,7.697654754E-1,-7.500363851E-1,1.128791946E0
7.805180388E1,1.355766210E-1,9.417081141E-1,-6.858351266E-1,1.172844838E0
7.806181588E1,3.827894802E-2,1.078166925E0,-5.842514491E-1,1.226889951E0
7.807182787E1,-3.197140346E-2,1.101639403E0,-4.352374971E-1,1.184931738E0
7.808183987E1,-1.256394151E-1,1.213379694E0,-2.322549140E-1,1.241780129E0
7.809185188E1,-8.009033605E-2,1.338317150E0,3.786189079E-2,1.341245980E0
7.810186388E1,7.955895206E-2,1.171624142E0,1.281218688E-1,1.181290807E0
7.811187588E1,2.393509305E-1,7.257201540E-1,1.072367839E-1,7.716594701E-1
7.812188788E1,2.580659857E-1,4.435960919E-1,-2.159809434E-1,5.567973722E-1
7.813189988E1,1.310070677E-1,4.703055882E-1,-5.549172107E-1,7.391098084E-1
7.814191187E1,-6.793733686E-5,4.111036992E-1,-7.574658573E-1,8.618357042E-1
7.815192387E1,-2.901449803E-1,3.301618624E-1,-6.320173538E-1,7.698291371E-1
7.816193588E1,-8.303303504E-1,4.552940315E-1,-4.962602456E-1,1.069118972E0
7.817194788E1,-1.234782549E0,7.085995066E-1,-3.244818771E-1,1.460167694E0
7.818195988E1,-1.477435421E0,9.179514617E-1,-1.328791451E-1,1.744450394E0
7.819197188E1,-1.597582985E0,1.086582822E0,1.013907194E-2,1.932106732E0
7.820198388E1,-1.638403713E0,1.142898526E0,1.529339437E-1,2.003490094E0
7.821199587E1,-1.577443420E0,1.205308782E0,3.486893499E-1,2.015609403E0
7.822200787E1,-1.409755946E0,1.102489003E0,4.380897689E-1,1.842502775E0
7.823201987E1,-1.218630932E0,6.119777763E-1,3.544909573E-1,1.408986155E0
7.824203188E1,-1.037328947E0,-6.301544309E-2,9.426532069E-2,1.043507663E0
7.825204388E1,-9.458792254E-1,-6.218402749E-1,-3.788165438E-1,1.193681201E0
7.826205588E1,-1.008694986E0,-9.013266581E-1,-7.859242558E-1,1.564459094E0
7.827206888E1,-1.168130138E0,-9.923496795E-1,-9.836537004E-1,1.821225002E0
7.828208088E1,-1.310928354E0,-9.559665495E-1,-9.415970170E-1,1.875902486E0
7.829209287E1,-1.365585494E0,-7.764073277E-1,-7.014553785E-1,1.720369649E0
7.830210487E1,-1.307979457E0,-5.947039318E-1,-6.502419555E-1,1.577116872E0
7.831211688E1,-1.145824765E0,-4.298294073E-1,-6.832009560E-1,1.401581698E0
7.832212888E1,-9.611254017E-1,-1.848135298E-1,-6.484053451E-1,1.174030481E0
7.833214088E1,-8.746263711E-1,8.427591920E-2,-5.144579136E-1,1.018204628E0
7.834215288E1,-7.425633511E-1,1.954724193E-1,-4.237547350E-1,8.770278630E-1
7.835216488E1,-4.557471907E-1,6.429013610E-2,-3.763384938E-1,5.945329136E-1
7.836217688E1,-2.770888969E-1,-6.339083433E-2,-2.729158852E-1,3.940554974E-1
7.837218887E1,-1.967380674E-1,-4.580299437E-2,-2.482938449E-1,3.200837622E-1
7.838220087E1,-1.040050278E-1,-2.944073081E-3,-1.938270493E-1,2.199878143E-1
7.839221288E1,-3.894378101E-2,-1.569796139E-1,-1.069163748E-1,1.938822541E-1
7.840222488E1,-6.640376294E-2,-4.829677337E-1,-2.395666379E-2,4.880995936E-1
7.841223688E1,-6.700061291E-2,-8.686091477E-1,-9.122007251E-2,8.759520736E-1
7.842224888E1,-4.723000278E-2,-1.307744983E0,-2.272105576E-1,1.328176288E0
7.843226088E1,-1.003002137E-1,-1.686672040E0,-2.916485918E-1,1.714637455E0
7.844227287E1,-1.015889400E-1,-1.968327740E0,-4.026603198E-1,2.011658454E0
7.845228487E1,-1.863301331E-1,-2.107443525E0,-5.927474900E-1,2.197131475E0
7.846229688E1,-2.408544141E-1,-1.985225608E0,-7.933215684E-1,2.151392729E0
7.847230888E1,-3.570480908E-1,-1.736797296E0,-7.985027862E-1,1.944622042E0
7.848232088E1,-4.956184406E-1,-1.555158219E0,-5.881673660E-1,1.734962702E0
7.849233288E1,-5.114957142E-1,-1.277522480E0,-5.535442479E-1,1.483274346E0
7.850234488E1,-4.359028371E-1,-9.666131598E-1,-4.751378004E-1,1.161941571E0
7.851235687E1,-2.427919256E-1,-7.386232048E-1,-4.704529015E-1,9.087563427E-1
7.852236887E1,-6.642436981E-3,-5.488500667E-1,-4.244897300E-1,6.938818693E-1
7.853238087E1,2.432671215E-1,-4.013166296E-1,-3.397635752E-1,5.793731239E-1
7.854239288E1,5.567704126E-1,-3.108093327E-1,-3.284036412E-1,7.172479942E-1
7.855240488E1,8.744255193E-1,-3.122237742E-1,-5.242420961E-1,1.066270814E0
7.856241688E1,1.055666254E0,-3.397565585E-1,-7.673710406E-1,1.348600783E0
7.857242888E1,1.035532975E0,-3.078997582E-1,-8.956601214E-1,1.403330986E0
7.858244188E1,8.693217771E-1,-9.885945976E-2,-9.176719648E-1,1.267917734E0
7.859245387E1,5.650117707E-1,3.070261842E-1,-7.978280175E-1,1.024711142E0
7.860246587E1,1.416360815E-1,8.621327716E-1,-4.310462129E-1,9.742353582E-1
7.861247787E1,-3.308075412E-1,1.587599156E0,1.157842255E-1,1.625826159E0
7.862248988E1,-5.569405666E-1,2.214843428E0,4.660815597E-1,2.330868127E0
7.863250188E1,-5.512715448E-1,2.494730930E0,5.884368861E-1,2.621801041E0
7.864251388E1,-3.373672400E-1,2.448992255E0,4.757107544E-1,2.517475013E0
7.865252588E1,-1.395339709E-1,2.186659849E0,1.863507628E-1,2.199017424E0
7.866253788E1,-7.747882336E-2,1.882053827E0,1.438613856E-1,1.889133578E0
7.867254987E1,-5.546893520E-2,1.609961833E0,2.889857697E-1,1.636632726E0
7.868256187E1,6.133685365E-2,1.281659385E0,3.008076704E-1,1.317914354E0
7.869257388E1,1.858767912E-1,8.562305921E-1,2.827842494E-1,9.206779785E-1
7.870258588E1,3.432971938E-1,6.092354321E-1,2.299873821E-1,7.361487424E-1
7.871259788E1,4.830340996E-1,4.977389699E-1,1.299603978E-2,6.937109777E-1
7.872260988E1,4.550769536E-1,3.748620719E-1,-1.144124504E-1,6.005887240E-1
7.873262188E1,2.143552713E-1,4.967431891E-1,3.996922731E-2,5.424937948E-1
7.874263387E1,-1.519138786E-1,7.500358003E-1,2.048583698E-1,7.922111335E-1
7.875264587E1,-6.013713656E-1,9.970672131E-1,4.178619111E-1,1.237093013E0
7.876265788E1,-1.141998639E0,1.188397465E0,6.052616644E-1,1.755787888E0
7.877266988E1,-1.468783588E0,1.335635033E0,6.710299766E-1,2.095597146E0
7.878268188E1,-1.523589394E0,1.336224432E0,6.556354272E-1,2.129947931E0
7.879269388E1,-1.457696829E0,1.206347247E0,7.319170332E-1,2.028757321E0
7.880270588E1,-1.122322905E0,8.274710619E-1,7.009267902E-1,1.560645836E0
7.881271788E1,-4.876123233E-1,2.394142449E-1,5.687738693E-1,7.865040832E-1
7.882272987E1,8.213154422E-3,-2.745115721E-1,5.201051545E-1,5.881610586E-1
7.883274187E1,1.288014431E-1,-5.232620662E-1,5.103987765E-1,7.422263218E-1
7.884275388E1,1.514356677E-2,-5.078318489E-1,5.203308570E-1,7.272322292E-1
7.885276588E1,-1.460901889E-1,-2.497673249E-1,7.074967217E-1,7.643805801E-1
7.886277788E1,-1.237072027E-1,-8.858531713E-2,7.636592281E-1,7.786695365E-1
7.887278988E1,4.313724875E-2,-1.134570336E-1,6.802194607E-1,6.909644242E-1
7.888280288E1,3.464703315E-1,-2.077995193E-1,5.244718552E-1,6.620370516E-1
7.889281487E1,5.416964369E-1,-2.359620488E-1,2.671429110E-1,6.484430993E-1
7.890282687E1,7.418953067E-1,-2.224274987E-1,4.718936920E-2,7.759571347E-1
7.891283887E1,8.280888203E-1,-1.588390285E-1,7.892747104E-2,8.468709919E-1
7.892285088E1,8.247162925E-1,-2.414783120E-2,2.073019212E-1,8.507139163E-1
7.893286288E1,7.192852932E-1,-1.087406695E-2,3.448781347E-1,7.977659470E-1
7.894287488E1,5.500832444E-1,-6.040466130E-2,7.083165014E-1,8.988618164E-1
7.895288688E1,2.899041663E-1,-2.185689211E-3,8.257934958E-1,8.752051763E-1
7.896289888E1,1.391837410E-1,-6.375511587E-2,7.882707435E-1,8.029991243E-1
7.897291087E1,1.305022428E-1,-4.208515924E-1,6.911607707E-1,8.196646321E-1
7.898292287E1,1.883445172E-1,-9.811084074E-1,4.225893849E-1,1.084725381E0
7.899293488E1,2.412860848E-1,-1.483940302E0,8.375785589E-2,1.505759999E0
7.900294688E1,2.535433106E-1,-1.848178568E0,-2.756371611E-1,1.885742314E0
7.901295888E1,3.080475466E-1,-2.202426866E0,-5.975626355E-1,2.302750202E0
7.902297088E1,3.287455206E-1,-2.515455801E0,-7.196600997E-1,2.636949405E0
7.903298288E1,3.013744117E-1,-2.622545802E0,-7.983934432E-1,2.757898676E0
7.904299487E1,2.452927614E-1,-2.541483513E0,-8.303011143E-1,2.684903522E0
7.905300687E1,1.120126252E-1,-2.310133163E0,-7.272755134E-1,2.424498243E0
7.906301888E1,-8.763514459E-3,-1.978426466E0,-5.577846122E-1,2.055570907E0
7.907303088E1,-3.675954446E-2,-1.740138395E0,-5.883047390E-1,1.837263009E0
7.908304288E1,8.540633217E-2,-1.532972714E0,-5.431700814E-1,1.628598575E0
7.909305488E1,3.102459535E-1,-1.273227700E0,-4.834670860E-1,1.396818439E0
7.910306688E1,5.107595497E-1,-1.006362532E0,-5.370726049E-1,1.249835128E0
7.911307888E1,6.068981539E-1,-6.170771331E-1,-3.688183898E-1,9.408169652E-1
7.912309087E1,5.311916216E-1,-9.072188973E-2,-6.571685672E-2,5.428754050E-1
7.913310287E1,3.777313006E-1,3.828844517E-1,6.282655975E-2,5.415058776E-1
7.914311488E1,3.186865555E-1,6.346415842E-1,9.091422658E-2,7.159584189E-1
7.915312788E1,3.751703663E-1,7.279947209E-1,1.531297888E-1,8.331733611E-1
7.916313988E1,5.216464806E-1,7.481828177E-1,7.441283584E-2,9.151119328E-1
7.917315188E1,6.579367451E-1,6.890446633E-1,-1.188552014E-1,9.600988842E-1
7.918316388E1,6.872261792E-1,6.129905140E-1,-2.085632022E-1,9.442117353E-1
7.919317587E1,5.087918155E-1,5.888181245E-1,-2.667225144E-1,8.226279809E-1
7.920318787E1,4.005828041E-1,5.446213603E-1,-4.215491652E-1,7.967325196E-1
7.921319987E1,2.435486649E-1,3.220944589E-1,-6.832529962E-1,7.936595299E-1
7.922321188E1,8.218700141E-3,1.398057568E-1,-8.139546382E-1,8.259148563E-1
7.923322388E1,-1.022466147E-1,8.813858986E-2,-9.370911527E-1,9.467642841E-1
7.924323588E1,-2.908042904E-1,2.480570143E-1,-8.268769848E-1,9.109472903E-1
7.925324788E1,-4.171077664E-1,5.805261880E-1,-5.968510294E-1,9.312468497E-1
7.926325988E1,-3.406013350E-1,7.673377115E-1,-1.008638853E-1,8.455707872E-1
7.927327187E1,-6.240733266E-2,7.964404732E-1,6.076426506E-3,7.989048914E-1
7.928328387E1,4.018801551E-1,6.251281643E-1,-3.726149869E-1,8.313451806E-1
7.929329588E1,6.019261202E-1,4.018943346E-1,-6.913841343E-1,1.000922640E0
7.930330788E1,5.376681438E-1,2.421565890E-1,-1.034716265E0,1.190951131E0
7.931331988E1,2.350135938E-1,2.257685977E-1,-1.327674633E0,1.367085506E0
7.932333188E1,-3.291474070E-1,4.831595224E-1,-1.316525162E0,1.440492847E0
7.933334388E1,-1.033239405E0,9.614904141E-1,-9.834759450E-1,1.720253591E0
7.934335587E1,-1.528038248E0,1.629450603E0,-7.623968142E-1,2.360351469E0
7.935336787E1,-1.871362339E0,2.275612956E0,-4.429897356E-1,2.979370946E0
7.936337987E1,-1.960008760E0,2.758929768E0,1.153485988E-1,3.386241737E0
7.937339188E1,-1.621922605E0,2.761143524E0,6.889633870E-1,3.275548358E0
7.938340388E1,-1.125967328E0,2.347334903E0,9.640924251E-1,2.776194837E0
7.939341588E1,-5.509489247E-1,1.718056385E0,1.096090980E0,2.111084531E0
7.940342788E1,-2.686456454E-1,8.904689634E-1,6.418055928E-1,1.130053041E0
7.941343988E1,-2.034968457E-1,1.500395536E-1,8.500448227E-2,2.667369413E-1
7.942345187E1,-2.160139802E-1,-4.292727524E-1,-2.739496547E-1,5.531596053E-1
7.943346387E1,-5.112191409E-1,-7.388763893E-1,-3.140498596E-1,9.517933825E-1
7.944347688E1,-9.259691638E-1,-7.922316474E-1,-3.898595953E-1,1.279468788E0
7.945348888E1,-1.219453489E0,-7.617085969E-1,-3.852455574E-1,1.488516355E0
7.946350088E1,-1.445675831E0,-6.771672142E-1,-2.880753948E-1,1.622196497E0
7.947351288E1,-1.542358080E0,-4.974635661E-1,-2.381506616E-1,1.638003108E0
7.948352488E1,-1.390718143E0,-3.671139264E-1,-2.881665748E-1,1.466938841E0
7.949353688E1,-1.167284338E0,-3.646855778E-1,-2.887156649E-1,1.256544879E0
7.950354887E1,-9.348920149E-1,-2.527458966E-1,-1.800299227E-1,9.850453496E-1
7.951356087E1,-7.389553267E-1,-5.116606057E-2,-5.302798214E-1,9.109718050E-1
7.952357288E1,-8.394704255E-1,-1.934083521E-1,-5.820848364E-2,8.634266695E-1
7.953358488E1,-5.091339872E-1,-2.603572172E-1,3.403300242E-1,6.654530959E-1
7.954359688E1,-2.582393557E-1,-2.332553726E-1,2.269970977E-1,4.154796217E-1
7.955360888E1,-1.340245964E-1,-3.551727426E-1,3.687019571E-1,5.291988310E-1
7.956362083E1,-1.113800844E-1,-4.508899087E-1,4.399005785E-1,6.397028622E-1
7.957363283E1,-9.290783476E-2,-6.300836796E-1,2.097149941E-1,6.705353740E-1
7.958364483E1,-7.671250921E-2,-8.915863663E-1,4.631162904E-2,8.960780237E-1
7.959365683E1,-1.440847127E-1,-1.198008533E0,-1.176647631E-1,1.212365393E0
7.960366883E1,-2.470565192E-1,-1.453489172E0,-3.976043055E-1,1.527009130E0
7.961368083E1,-3.050187985E-1,-1.656842469E0,-6.962192700E-1,1.822878138E0
7.962369283E1,-2.944072716E-1,-1.876862669E0,-9.090128962E-1,2.106084890E0
7.963370483E1,-2.143299456E-1,-2.012563096E0,-9.915311424E-1,2.253770518E0
7.964371683E1,-9.147884835E-2,-1.969977239E0,-1.028421080E0,2.224146717E0
7.965372883E1,1.378422618E-2,-1.770844463E0,-1.091486882E0,2.080246075E0
7.966374083E1,8.372015962E-2,-1.457030246E0,-9.835836069E-1,1.759938327E0
7.967375283E1,1.634370048E-1,-1.087865117E0,-7.986291591E-1,1.359400861E0
7.968376483E1,1.771285343E-1,-7.485049993E-1,-7.478887028E-1,1.072833521E0
7.969377683E1,1.897298688E-1,-4.195441550E-1,-6.569230572E-1,8.022235500E-1
7.970378883E1,2.212925541E-1,-1.869822621E-1,-5.500494768E-1,6.216809373E-1
7.971380183E1,2.580817732E-1,3.079786956E-2,-4.989652041E-1,5.626019778E-1
7.972381383E1,2.993207234E-1,2.082520938E-1,-6.269758844E-1,7.253003445E-1
7.973382583E1,2.478851062E-1,3.855268085E-1,-7.415052974E-1,8.717270514E-1
7.974383783E1,8.395755658E-2,7.613969404E-1,-7.072293578E-1,1.042567761E0
7.975384983E1,-1.810531855E-1,1.230396845E0,-5.722091085E-1,1.368970386E0
7.976386183E1,-3.057672787E-1,1.661406221E0,-2.527207536E-1,1.708107736E0
7.977387383E1,-3.124205695E-1,1.956269027E0,1.978098437E-2,1.981157845E0
7.978388583E1,-3.042999564E-1,2.036556560E0,1.938795646E-1,2.068272316E0
7.979389783E1,-1.768440673E-1,1.917264590E0,9.893254995E-2,1.927943200E0
7.980390983E1,4.715399355E-2,1.731423705E0,-8.012088776E-2,1.733917789E0
7.981392183E1,1.055492592E-1,1.553674196E0,-2.019248217E-1,1.570292262E0
7.982393383E1,1.777047409E-1,1.325165593E0,-4.195880822E-1,1.401319729E0
7.983394583E1,2.556653748E-1,1.030634909E0,-6.184606574E-1,1.228847706E0
7.984395783E1,2.450573562E-1,7.899184889E-1,-6.962701408E-1,1.081118141E0
7.985396983E1,7.385088187E-2,7.532950383E-1,-8.733612529E-1,1.155710710E0
7.986398183E1,-1.935393663E-1,8.287463397E-1,-1.078680383E0,1.373983024E0
7.987399383E1,-7.268767333E-1,1.125425876E0,-1.061753206E0,1.709459873E0
7.988400583E1,-1.482208064E0,1.893333106E0,-7.028867769E-1,2.505134890E0
7.989401783E1,-2.284190529E0,2.924805921E0,1.383619331E-2,3.711092492E0
7.990402983E1,-2.820153917E0,3.683236569E0,6.203603446E-1,4.680207975E0
7.991404183E1,-2.766496942E0,3.958478458E0,9.773246741E-1,4.927293431E0
7.992405383E1,-2.216609872E0,3.654235548E0,1.069659299E0,4.405787987E0
7.993406583E1,-1.636129585E0,2.880819656E0,6.400778136E-1,3.374276443E0
7.994407783E1,-1.144909675E0,1.858148071E0,2.409684348E-1,2.195813791E0
7.995408983E1,-9.810803407E-1,8.733529937E-1,4.124680739E-2,1.314140550E0
7.996410183E1,-1.005827219E0,6.476259112E-2,-1.186002445E-1,1.014863836E0
7.997411383E1,-1.054443894E0,-6.558617145E-1,-2.778689703E-1,1.272484844E0
7.998412583E1,-1.229485557E0,-1.297489552E0,-4.072807896E-1,1.833300715E0
7.999413883E1,-1.437923300E0,-1.774146386E0,-7.388225949E-1,2.400224498E0
8.000415083E1,-1.605715585E0,-2.133970588E0,-1.118471782E0,2.895363904E0
8.001416283E1,-1.646932316E0,-2.308959042E0,-1.321131014E0,3.128748163E0
8.002417483E1,-1.704858927E0,-2.247448672E0,-1.255438131E0,3.087668116E0
8.003418683E1,-1.517575533E0,-1.840358502E0,-8.935522002E-1,2.547231919E0
8.004419883E1,-1.199773223E0,-1.346140725E0,-5.927264035E-1,1.898124134E0
8.005421083E1,-9.732710919E-1,-9.645958704E-1,-3.330252439E-1,1.410179997E0
8.006422283E1,-6.987241441E-1,-7.432501066E-1,-1.194229478E-1,1.027082271E0
8.007423483E1,-3.966376877E-1,-5.573413932E-1,8.853035331E-2,6.897742438E-1
8.008424683E1,-1.532355686E-1,-4.253615499E-1,1.886634097E-1,4.899055723E-1
8.009425883E1,1.218474957E-1,-3.842316502E-1,3.231896424E-1,5.166549315E-1
8.010427083E1,2.651848977E-1,-3.496190572E-1,4.338826241E-1,6.170985713E-1
8.011428283E1,3.067582355E-1,-3.937111562E-1,2.958408992E-1,5.801990411E-1
8.012429483E1,2.619481715E-1,-6.080852848E-1,-2.335034408E-2,6.625177709E-1
8.013430683E1,6.992590182E-2,-9.002817607E-1,-2.600134740E-1,9.396828651E-1
8.014431883E1,-2.137829751E-1,-1.133082805E0,-4.828361714E-1,1.250084226E0
8.015433083E1,-3.672413957E-1,-1.240268115E0,-7.323239994E-1,1.486415043E0
8.016434283E1,-5.335456010E-1,-1.292508894E0,-9.461339448E-1,1.688318569E0
8.017435483E1,-7.044283953E-1,-1.356065204E0,-1.142712584E0,1.908120607E0
8.018436683E1,-9.059775335E-1,-1.419908613E0,-1.325662606E0,2.143435818E0
8.019437883E1,-1.049626957E0,-1.508995621E0,-1.462153577E0,2.348760868E0
8.020439083E1,-1.152765994E0,-1.518472788E0,-1.493960091E0,2.422095333E0
8.021440283E1,-1.158746819E0,-1.401015674E0,-1.476764599E0,2.342300747E0
8.022441483E1,-9.711780810E-1,-1.221206776E0,-1.375507781E0,2.080037142E0
8.023442683E1,-7.466891465E-1,-1.097506590E0,-1.227960895E0,1.808301235E0
8.024443983E1,-6.348938915E-1,-9.520471609E-1,-9.476781213E-1,1.485792001E0
8.025445183E1,-5.821920598E-1,-7.477799445E-1,-7.511368310E-1,1.209267952E0
8.026446383E1,-4.674223262E-1,-5.583424366E-1,-6.263128102E-1,9.604674090E-1
8.027447583E1,-3.207890680E-1,-4.801277411E-1,-5.555755341E-1,8.013067128E-1
8.028448783E1,-2.770331839E-1,-4.995206165E-1,-6.123058051E-1,8.373688735E-1
8.029449983E1,-3.487574700E-1,-5.389343584E-1,-7.185725907E-1,9.635499902E-1
8.030451183E1,-5.146295294E-1,-5.353394902E-1,-7.736685649E-1,1.072378185E0
8.031452383E1,-8.036459970E-1,-4.873841357E-1,-7.687393621E-1,1.214228311E0
8.032453583E1,-1.000072974E0,-4.456853020E-1,-7.942068368E-1,1.352607054E0
8.033454783E1,-1.119336878E0,-4.033871287E-1,-8.065274318E-1,1.437401377E0
8.034455983E1,-1.213027399E0,-2.591257936E-1,-6.568311828E-1,1.403570037E0
8.035457183E1,-1.282557810E0,9.540317059E-3,-2.843980443E-1,1.313745714E0
8.036458383E1,-1.315588146E0,4.161323047E-1,8.574006200E-2,1.382493987E0
8.037459583E1,-1.277617790E0,7.946728599E-1,3.603025049E-1,1.547136085E0
8.038460783E1,-1.231117222E0,1.139764418E0,6.800673600E-1,1.810304990E0
8.039461983E1,-1.132862365E0,1.289108153E0,9.804155123E-1,1.976459345E0
8.040463183E1,-1.126676668E0,1.265918096E0,9.074930587E-1,1.922366404E0
8.041464383E1,-1.177000657E0,1.186228148E0,7.977806550E-1,1.851734791E0
8.042465583E1,-1.389058118E0,1.221463469E0,7.358429269E-1,1.990708486E0
8.043466783E1,-1.627691468E0,1.435395548E0,7.494844810E-1,2.295967526E0
8.044467983E1,-1.813165441E0,1.705072058E0,1.134166878E0,2.735173513E0
8.045469183E1,-1.999989243E0,1.908569781E0,1.615312035E0,3.201847678E0
8.046470383E1,-2.022797331E0,1.923428725E0,1.750386225E0,3.294713802E0
8.047471583E1,-1.864037386E0,1.677263870E0,1.434201547E0,2.888733900E0
8.048472783E1,-1.800156555E0,1.288029926E0,1.054896176E0,2.452017670E0
8.049473983E1,-1.899176667E0,9.499749076E-1,5.671927091E-1,2.197960852E0
8.050475283E1,-2.142309303E0,8.602564001E-1,2.467630255E-1,2.321728281E0
8.051476483E1,-2.448357540E0,1.059763983E0,2.949066603E-1,2.684124491E0
8.052477683E1,-2.834442758E0,1.301539333E0,3.431964024E-1,3.137810408E0
8.053478883E1,-3.184637766E0,1.435232996E0,5.578693968E-1,3.537376106E0
8.054480083E1,-3.279959952E0,1.498374739E0,9.497818764E-1,3.728987766E0
8.055481283E1,-3.065787553E0,1.355472296E0,1.059127221E0,3.515410209E0
8.056482433E1,-2.754896651E0,8.902198720E-1,9.852605152E-1,3.058216026E0
8.057483633E1,-2.359238226E0,2.386535221E-1,6.521306793E-1,2.459315948E0
8.058484833E1,-1.902573022E0,-4.318700856E-1,1.749439415E-1,1.958800975E0
8.059486033E1,-1.546351435E0,-9.571839398E-1,-2.048536921E-1,1.830128108E0
8.060487233E1,-1.316192164E0,-1.218272644E0,-3.452337916E-1,1.826399851E0
8.061488433E1,-1.279170956E0,-1.316590651E0,-3.302875044E-1,1.865148550E0
8.062489633E1,-1.371328337E0,-1.226181003E0,-3.280742602E-1,1.868607498E0
8.063490833E1,-1.383138397E0,-1.141258966E0,-3.226085754E-1,1.821982477E0
8.064492033E1,-1.413274947E0,-1.119810795E0,-4.431973118E-1,1.856810746E0
8.065493233E1,-1.497754495E0,-9.649730158E-1,-4.973478643E-1,1.849809814E0
8.066494433E1,-1.646243952E0,-6.203737932E-1,-4.530070393E-1,1.816644756E0
8.067495633E1,-1.752231606E0,-1.346169376E-1,-3.775055981E-1,1.797483741E0
8.068496833E1,-1.823983082E0,4.013043505E-1,-1.854198861E-1,1.876789812E0
8.069498033E1,-1.751347800E0,9.271158028E-1,1.153562093E-1,1.984960927E0
8.070499233E1,-1.635059837E0,1.347470967E0,2.935606313E-1,2.138989602E0
8.071500433E1,-1.491072736E0,1.493446705E0,3.494529963E-1,2.139111582E0
8.072501633E1,-1.327913492E0,1.463638185E0,5.838070607E-1,2.060684756E0
8.073502833E1,-1.092548298E0,1.330340964E0,5.775004001E-1,1.815757576E0
8.074504133E1,-8.627845900E-1,1.042279639E0,3.510351797E-1,1.397844695E0
8.075505333E1,-7.212598979E-1,4.776871133E-1,1.038465500E-1,8.713121855E-1
8.076506533E1,-6.240480374E-1,-1.715877128E-1,-1.573124667E-1,6.660521814E-1
8.077507733E1,-4.822482339E-1,-7.704805899E-1,-5.154262125E-1,1.044924820E0
8.078508933E1,-2.314826430E-1,-1.312509295E0,-9.088410611E-1,1.613151244E0
8.079510133E1,4.485106766E-3,-1.837989210E0,-1.191264939E0,2.190282312E0
8.080511333E1,2.585304008E-1,-2.277001085E0,-1.358084248E0,2.663825207E0
8.081512533E1,4.569509862E-1,-2.535807036E0,-1.409470748E0,2.936959195E0
8.082513733E1,3.455013748E-1,-2.253518667E0,-9.861646409E-1,2.483996433E0
8.083514933E1,3.311848328E-1,-1.376847378E0,-3.140416735E-1,1.450522068E0
8.084516133E1,3.333747612E-1,-6.050757229E-1,1.676863043E-1,7.108966581E-1
8.085517333E1,4.785967939E-1,-1.674315119E-1,3.194601421E-1,5.992853950E-1
8.086518533E1,7.905610979E-1,1.358483613E-1,3.547716236E-1,8.771000693E-1
8.087519733E1,9.135780367E-1,3.248362184E-1,1.287837553E-1,9.781250705E-1
8.088520933E1,8.653880627E-1,4.207644689E-1,-2.230284463E-1,9.877656227E-1
8.089522133E1,7.263922184E-1,3.443308353E-1,-5.016245909E-1,9.475424050E-1
8.090523333E1,5.193493288E-1,2.980015916E-1,-4.795770796E-1,7.671524289E-1
8.091524533E1,4.562828688E-1,4.227501833E-1,-3.166102092E-1,6.979640380E-1
8.092525733E1,4.848668363E-1,5.594095534E-1,-2.865593214E-1,7.938205982E-1
8.093526933E1,5.460282004E-1,6.669100285E-1,-1.726460588E-1,8.790463260E-1
8.094528133E1,5.991715700E-1,6.835921347E-1,-1.227761798E-1,9.172670098E-1
8.095529333E1,5.410375287E-1,5.460767323E-1,-2.936818148E-1,8.229036477E-1
8.096530533E1,4.178259141E-1,2.616114450E-1,-4.303493710E-1,6.543849202E-1
8.097531733E1,3.279875752E-1,-4.609827876E-2,-5.468509036E-1,6.393330991E-1
8.098532933E1,2.563702932E-1,-3.059473729E-1,-6.159527135E-1,7.339804272E-1
8.099534233E1,1.190843940E-1,-5.704987979E-1,-6.800814664E-1,8.956342849E-1
8.100535433E1,6.693863243E-2,-8.549073672E-1,-7.947401029E-1,1.169170312E0
8.101536633E1,2.723048329E-2,-1.102999465E0,-8.980650812E-1,1.422627924E0
8.102537833E1,-3.712512335E-2,-1.234160113E0,-9.423546700E-1,1.553242346E0
8.103539033E1,-8.434286982E-2,-1.203856333E0,-9.472553676E-1,1.534169653E0
8.104540233E1,-2.959539880E-2,-1.162667962E0,-9.863049010E-1,1.524949191E0
8.105541433E1,-2.549678385E-3,-1.117196504E0,-9.631416678E-1,1.475051322E0
8.106542633E1,-1.810941274E-2,-9.829841942E-1,-9.339693973E-1,1.356054834E0
8.107543833E1,-1.973581463E-2,-8.230295169E-1,-9.872637713E-1,1.285479227E0
8.108545033E1,-4.824917704E-2,-7.859072989E-1,-1.017556515E0,1.286623304E0
8.109546233E1,6.395393262E-3,-7.329666084E-1,-1.088316595E0,1.312140983E0
8.110547433E1,1.165648288E-1,-5.954745948E-1,-1.143227870E0,1.294274822E0
8.111548633E1,2.413151747E-1,-2.887261534E-1,-1.153890852E0,1.213696793E0
8.112549833E1,3.739914215E-1,6.250673532E-4,-1.221122065E0,1.277109655E0
8.113551033E1,3.411730465E-1,2.660529900E-1,-1.202035291E0,1.277525766E0
8.114552233E1,2.321177968E-1,6.354637027E-1,-1.026104267E0,1.229057670E0
8.115553433E1,1.969231135E-1,9.722030979E-1,-7.808067727E-1,1.262385358E0
8.116554633E1,1.882192406E-1,1.242298268E0,-5.450534695E-1,1.369603868E0
8.117555833E1,1.785058460E-1,1.463117198E0,-3.695161088E-1,1.519578371E0
